source,source_name,target,target_name,cluster,coef_mean,coef_abs,p,-logp,network,TF_target,cell_wall_related_gene
AT5G15150,HAT7,AT3G61430,PIP1-1,Elongation_Cortex_BRZ,-0.02056645,0.02056645,2.887904338674627e-16,15.53941719679278,Cortex,AT5G15150_AT3G61430,FALSE
AT1G33240,AT-GTL1,AT1G67730,KCR1,Elongation_Cortex_BRZ_4_BL,0.020563088,0.020563088,2.1856555476571373e-15,14.660418280418757,Cortex,AT1G33240_AT1G67730,FALSE
AT1G33240,AT-GTL1,AT1G29025,AT1G29025,Elongation_Cortex_BRZ_0_5_BL,0.020543125,0.020543125,1.667416147224708e-12,11.777955997119522,Cortex,AT1G33240_AT1G29025,FALSE
AT1G26960,ATHB-23,AT5G15150,HAT7,Elongation_Cortex_BRZ_8_BL,0.020537801,0.020537801,1.0987796056745213e-11,10.959089410068017,Cortex,AT1G26960_AT5G15150,FALSE
AT1G33240,AT-GTL1,AT3G14790,RHM3,Elongation_Cortex_BRZ_1_BL,0.020536548,0.020536548,5.484772421272621e-14,13.260841387822355,Cortex,AT1G33240_AT3G14790,FALSE
AT3G01220,ATHB-20,AT2G42490,AT2G42490,Elongation_Cortex_BRZ_4_BL,0.0205117,0.0205117,4.028414935568191e-16,15.394865802530887,Cortex,AT3G01220_AT2G42490,FALSE
AT3G01220,ATHB-20,AT3G61430,PIP1-1,Elongation_Cortex_BRZ_2_BL,-0.020503182,0.020503182,6.325159222638174e-15,14.198928537560398,Cortex,AT3G01220_AT3G61430,FALSE
AT1G33240,AT-GTL1,AT5G60980,AT5G60980,Elongation_Cortex_BRZ_2_BL,0.020498237,0.020498237,2.361350034085973e-15,14.626839630623817,Cortex,AT1G33240_AT5G60980,FALSE
AT3G01220,ATHB-20,AT5G53250,AGP22,Elongation_Cortex_BRZ_2_BL,0.020479567,0.020479567,1.8917535587057418e-17,16.723135440378865,Cortex,AT3G01220_AT5G53250,FALSE
AT1G33240,AT-GTL1,AT2G33990,iqd9,Elongation_Cortex_BRZ_8_BL,-0.02047033,0.02047033,1.4884268633382112e-15,14.827272500371635,Cortex,AT1G33240_AT2G33990,FALSE
AT1G33240,AT-GTL1,AT1G65010,AT1G65010,Elongation_Cortex_BRZ_2_BL,0.020465288,0.020465288,9.195273251293977e-14,13.036435360524232,Cortex,AT1G33240_AT1G65010,FALSE
AT1G69780,ATHB-13,AT5G15150,HAT7,Elongation_Cortex_BRZ_0_5_BL,0.020463161,0.020463161,5.50518208752838e-16,15.259228311878246,Cortex,AT1G69780_AT5G15150,FALSE
AT5G15150,HAT7,AT2G35880,WDL4,Elongation_Cortex_BRZ_4_BL,0.020461,0.020461,1.3995923805920078e-11,10.853998430490256,Cortex,AT5G15150_AT2G35880,FALSE
AT1G33240,AT-GTL1,AT5G03040,iqd2,Elongation_Cortex_BRZ_2_BL,0.020445088,0.020445088,3.1162245822684816e-13,12.50637125083091,Cortex,AT1G33240_AT5G03040,FALSE
AT1G33240,AT-GTL1,AT5G12250,TUBB6,Elongation_Cortex_BRZ,0.020434206,0.020434206,2.9664998985418894e-13,12.527755662179956,Cortex,AT1G33240_AT5G12250,FALSE
AT1G26960,ATHB-23,AT1G75750,GASA1,Elongation_Cortex_BRZ_1_BL,-0.020433843,0.020433843,6.493393294879656e-15,14.18752829177946,Cortex,AT1G26960_AT1G75750,FALSE
AT1G33240,AT-GTL1,AT3G24530,AT3G24530,Elongation_Cortex_BRZ_2_BL,0.020432264,0.020432264,1.3976489126417545e-11,10.854601909027773,Cortex,AT1G33240_AT3G24530,FALSE
AT3G01220,ATHB-20,AT2G03350,AT2G03350,Elongation_Cortex_BRZ_2_BL,0.020414751,0.020414751,2.3238479872823214e-11,10.633792284390006,Cortex,AT3G01220_AT2G03350,FALSE
AT1G26960,ATHB-23,AT1G14290,SBH2,Elongation_Cortex_BRZ_0_5_BL,0.020375645,0.020375645,4.326362110634964e-17,16.36387713351711,Cortex,AT1G26960_AT1G14290,FALSE
AT1G69780,ATHB-13,AT4G08685,SAH7,Elongation_Cortex_BRZ,0.020356787,0.020356787,2.890414345107996e-12,11.539039896033936,Cortex,AT1G69780_AT4G08685,FALSE
AT5G15150,HAT7,AT1G14290,SBH2,Elongation_Cortex_BRZ_4_BL,0.02033377,0.02033377,3.230007464125506e-13,12.490796474069896,Cortex,AT5G15150_AT1G14290,FALSE
AT1G26960,ATHB-23,AT3G47670,AT3G47670,Elongation_Cortex_BRZ_4_BL,0.020326497,0.020326497,2.0391300413386292e-9,8.69055507709831,Cortex,AT1G26960_AT3G47670,FALSE
AT1G26960,ATHB-23,AT3G47670,AT3G47670,Elongation_Cortex_BRZ_2_BL,0.020298667,0.020298667,2.8106413395008923e-9,8.551194570334788,Cortex,AT1G26960_AT3G47670,FALSE
AT3G01220,ATHB-20,AT1G30630,AT1G30630,Elongation_Cortex_BRZ_2_BL,0.020295907,0.020295907,3.465434131659506e-10,9.460242351478168,Cortex,AT3G01220_AT1G30630,FALSE
AT5G15150,HAT7,AT3G09300,ORP3B,Elongation_Cortex_BRZ_4_BL,0.020293208,0.020293208,7.953413931590721e-16,15.099446414312279,Cortex,AT5G15150_AT3G09300,FALSE
AT5G15150,HAT7,AT5G02550,AT5G02550,Elongation_Cortex_BRZ,0.020267325,0.020267325,7.23134789652066e-17,16.140780744273794,Cortex,AT5G15150_AT5G02550,FALSE
AT1G33240,AT-GTL1,AT1G54630,ACP3,Elongation_Cortex_BRZ_4_BL,0.020251991,0.020251991,6.5064348620034215e-9,8.186656913716769,Cortex,AT1G33240_AT1G54630,FALSE
AT1G33240,AT-GTL1,AT5G52882,AT5G52882,Elongation_Cortex_BRZ_4_BL,0.020251026,0.020251026,1.0081033122507733e-17,16.99649495832574,Cortex,AT1G33240_AT5G52882,FALSE
AT3G01220,ATHB-20,AT4G12520,AT4G12520,Elongation_Cortex_BRZ_0_5_BL,0.020229297,0.020229297,1.688524129042433e-10,9.772492728907688,Cortex,AT3G01220_AT4G12520,FALSE
AT3G01220,ATHB-20,AT5G03345,AT5G03345,Elongation_Cortex_BRZ,0.020212699,0.020212699,7.953351706829436e-9,8.099449812095472,Cortex,AT3G01220_AT5G03345,FALSE
AT1G33240,AT-GTL1,AT1G20010,TUBB5,Elongation_Cortex_BRZ_0_5_BL,0.020199867,0.020199867,7.074469510906576e-13,12.150306120768162,Cortex,AT1G33240_AT1G20010,FALSE
AT1G26960,ATHB-23,AT1G12090,ELP,Elongation_Cortex_BRZ_8_BL,0.020195339,0.020195339,2.4627616254943297e-15,14.608577622161075,Cortex,AT1G26960_AT1G12090,FALSE
AT1G26960,ATHB-23,AT4G12880,ENODL19,Elongation_Cortex_BRZ_4_BL,0.020170318,0.020170318,1.6524615505154216e-14,13.781868636891188,Cortex,AT1G26960_AT4G12880,FALSE
AT1G26960,ATHB-23,AT5G09890,AT5G09890,Elongation_Cortex_BRZ_0_5_BL,0.020151762,0.020151762,1.4002465671111985e-13,12.853795483388014,Cortex,AT1G26960_AT5G09890,FALSE
AT1G33240,AT-GTL1,AT4G34450,AT4G34450,Elongation_Cortex_BRZ_1_BL,0.02015121,0.02015121,4.104958041781068e-13,12.386691277598397,Cortex,AT1G33240_AT4G34450,FALSE
AT1G33240,AT-GTL1,AT4G12880,ENODL19,Elongation_Cortex_BRZ,0.02014029,0.02014029,1.3104303124292414e-14,13.882586069514904,Cortex,AT1G33240_AT4G12880,FALSE
AT3G01220,ATHB-20,AT5G53140,AT5G53140,Elongation_Cortex_BRZ_1_BL,0.02013794,0.02013794,5.103350746827476e-13,12.292144582132796,Cortex,AT3G01220_AT5G53140,FALSE
AT5G15150,HAT7,AT3G15980,AT3G15980,Elongation_Cortex_BRZ_4_BL,0.020135144,0.020135144,1.8358977716267236e-15,14.736151505299521,Cortex,AT5G15150_AT3G15980,FALSE
AT3G01220,ATHB-20,AT4G12880,ENODL19,Elongation_Cortex_BRZ_0_5_BL,0.02012258,0.02012258,1.0594819679393046e-13,12.974906430450213,Cortex,AT3G01220_AT4G12880,FALSE
AT1G26960,ATHB-23,AT2G02780,AT2G02780,Elongation_Cortex_BRZ_4_BL,0.020119842,0.020119842,1.5646408214134028e-13,12.805585343217366,Cortex,AT1G26960_AT2G02780,FALSE
AT1G69780,ATHB-13,AT4G25260,PMEI7,Elongation_Cortex_BRZ_2_BL,0.020104656,0.020104656,2.18818251676608e-10,9.659916456233272,Cortex,AT1G69780_AT4G25260,FALSE
AT1G26960,ATHB-23,AT4G25260,PMEI7,Elongation_Cortex_BRZ_8_BL,0.020020755,0.020020755,1.6156755689859688e-16,15.791645842041984,Cortex,AT1G26960_AT4G25260,FALSE
AT1G33240,AT-GTL1,AT3G42790,AL3,Elongation_Cortex_BRZ_2_BL,0.020008985,0.020008985,1.5135633799744143e-13,12.81999938838641,Cortex,AT1G33240_AT3G42790,FALSE
AT1G33240,AT-GTL1,AT5G60570,AT5G60570,Elongation_Cortex_BRZ_2_BL,0.01997333,0.01997333,1.3126897155090155e-14,13.88183791729758,Cortex,AT1G33240_AT5G60570,FALSE
AT5G15150,HAT7,AT1G13420,SOT8,Elongation_Cortex_BRZ_4_BL,-0.019951453,0.019951453,1.1833881305579002e-19,18.926872791032523,Cortex,AT5G15150_AT1G13420,FALSE
AT5G15150,HAT7,AT1G45130,BGAL5,Elongation_Cortex_BRZ_4_BL,0.019941984,0.019941984,2.5835386811951318e-15,14.587785031736342,Cortex,AT5G15150_AT1G45130,FALSE
AT1G26960,ATHB-23,AT1G57765,AT1G57765,Elongation_Cortex_BRZ_0_5_BL,0.019920716,0.019920716,3.7870786721819344e-14,13.4216956728196,Cortex,AT1G26960_AT1G57765,FALSE
AT1G69780,ATHB-13,AT5G48900,AT5G48900,Elongation_Cortex_BRZ_2_BL,0.019919,0.019919,3.391061976126952e-13,12.469664272845334,Cortex,AT1G69780_AT5G48900,FALSE
AT1G26960,ATHB-23,AT2G37975,AT2G37975,Elongation_Cortex_BRZ_1_BL,0.019916292,0.019916292,1.504224334532184e-14,13.822687389818782,Cortex,AT1G26960_AT2G37975,FALSE
AT3G01220,ATHB-20,AT1G75750,GASA1,Elongation_Cortex_BRZ_1_BL,-0.01990289,0.01990289,4.461161581551543e-18,17.350552046494908,Cortex,AT3G01220_AT1G75750,FALSE
AT5G15150,HAT7,AT4G24190,HSP90-7,Elongation_Cortex_BRZ_8_BL,0.019883132,0.019883132,2.000388453394298e-15,14.698885660943812,Cortex,AT5G15150_AT4G24190,FALSE
AT3G01220,ATHB-20,AT3G54770,ARP1,Elongation_Cortex_BRZ_8_BL,0.019858368,0.019858368,1.9945008290737927e-17,16.70016577882664,Cortex,AT3G01220_AT3G54770,FALSE
AT1G26960,ATHB-23,AT5G56540,AGP14,Elongation_Cortex_BRZ,0.019842308,0.019842308,4.516861763306379e-12,11.34516320063894,Cortex,AT1G26960_AT5G56540,FALSE
AT5G15150,HAT7,AT1G69780,ATHB-13,Elongation_Cortex_BRZ_4_BL,0.01983833,0.01983833,3.946719778288082e-14,13.4037637079251,Cortex,AT5G15150_AT1G69780,FALSE
AT1G26960,ATHB-23,AT5G02550,AT5G02550,Elongation_Cortex_BRZ_2_BL,0.019836757,0.019836757,1.3479587403291557e-12,11.87032340091762,Cortex,AT1G26960_AT5G02550,FALSE
AT3G01220,ATHB-20,AT2G02780,AT2G02780,Elongation_Cortex_BRZ_8_BL,0.019815216,0.019815216,1.2204814982147604e-9,8.91346879984707,Cortex,AT3G01220_AT2G02780,FALSE
AT1G33240,AT-GTL1,AT4G12880,ENODL19,Elongation_Cortex_BRZ_0_5_BL,0.019805446,0.019805446,8.350057369399343e-15,14.078310540668737,Cortex,AT1G33240_AT4G12880,FALSE
AT1G26960,ATHB-23,AT5G12940,AT5G12940,Elongation_Cortex_BRZ_4_BL,0.019778421,0.019778421,8.392163055240177e-17,16.076126086622992,Cortex,AT1G26960_AT5G12940,FALSE
AT3G01220,ATHB-20,AT3G28940,AIG2B,Elongation_Cortex_BRZ_8_BL,-0.01977145,0.01977145,5.144706719812657e-15,14.288639377674606,Cortex,AT3G01220_AT3G28940,FALSE
AT5G15150,HAT7,AT1G61100,AT1G61100,Elongation_Cortex_BRZ_0_5_BL,0.01975423,0.01975423,2.0918537690686088e-13,12.67946867807736,Cortex,AT5G15150_AT1G61100,FALSE
AT5G15150,HAT7,AT5G50460,SEC61G2,Elongation_Cortex_BRZ_0_5_BL,0.019750042,0.019750042,8.728812613972811e-13,12.05904482963598,Cortex,AT5G15150_AT5G50460,FALSE
AT5G15150,HAT7,AT4G12880,ENODL19,Elongation_Cortex_BRZ_2_BL,0.019747153,0.019747153,2.9569853371540223e-13,12.529150829010874,Cortex,AT5G15150_AT4G12880,FALSE
AT1G26960,ATHB-23,AT5G62700,TUBB3,Elongation_Cortex_BRZ_4_BL,0.019738441,0.019738441,1.0468368123272056e-10,9.980121013669272,Cortex,AT1G26960_AT5G62700,FALSE
AT1G26960,ATHB-23,AT5G42500,DIR2,Elongation_Cortex_BRZ_2_BL,-0.019734025,0.019734025,5.211483586060797e-14,13.283038625736836,Cortex,AT1G26960_AT5G42500,FALSE
AT5G15150,HAT7,AT5G40890,CLC-A,Elongation_Cortex_BRZ_2_BL,0.019725887,0.019725887,2.788200538709034e-13,12.554675993227317,Cortex,AT5G15150_AT5G40890,FALSE
AT3G01220,ATHB-20,AT5G26667,PYR6,Elongation_Cortex_BRZ_0_5_BL,0.01972137,0.01972137,3.583145857667536e-8,7.445735512824441,Cortex,AT3G01220_AT5G26667,FALSE
AT5G15150,HAT7,AT2G03350,AT2G03350,Elongation_Cortex_BRZ_2_BL,0.019707331,0.019707331,6.526641815079449e-20,19.185310220918694,Cortex,AT5G15150_AT2G03350,FALSE
AT1G69780,ATHB-13,AT1G21750,PDIL1-1,Elongation_Cortex_BRZ_8_BL,0.019687276,0.019687276,1.8497624522896147e-14,13.732884040399055,Cortex,AT1G69780_AT1G21750,FALSE
AT1G69780,ATHB-13,AT3G15480,AT3G15480,Elongation_Cortex_BRZ,0.01968173,0.01968173,1.1363731003924012e-18,17.944479055210817,Cortex,AT1G69780_AT3G15480,FALSE
AT5G15150,HAT7,AT1G67730,KCR1,Elongation_Cortex_BRZ_8_BL,0.019680852,0.019680852,6.785275245634799e-15,14.168432530430803,Cortex,AT5G15150_AT1G67730,FALSE
AT3G01220,ATHB-20,AT1G20010,TUBB5,Elongation_Cortex_BRZ_0_5_BL,0.01967899,0.01967899,1.499863141382195e-18,17.823948367380428,Cortex,AT3G01220_AT1G20010,FALSE
AT1G26960,ATHB-23,AT1G20010,TUBB5,Elongation_Cortex_BRZ_1_BL,0.019674413,0.019674413,4.596520135588097e-19,18.337570833065897,Cortex,AT1G26960_AT1G20010,FALSE
AT1G26960,ATHB-23,AT2G14890,AGP9,Elongation_Cortex_BRZ_1_BL,0.019674303,0.019674303,9.398979488333541e-18,17.026919298171084,Cortex,AT1G26960_AT2G14890,FALSE
AT1G33240,AT-GTL1,AT5G16300,AT5G16300,Elongation_Cortex_BRZ_2_BL,0.01965962,0.01965962,8.920635685936469e-10,9.049604196626385,Cortex,AT1G33240_AT5G16300,FALSE
AT1G33240,AT-GTL1,AT2G45180,AT2G45180,Elongation_Cortex_BRZ_1_BL,0.019648008,0.019648008,2.683101633130588e-15,14.571362876388136,Cortex,AT1G33240_AT2G45180,FALSE
AT1G26960,ATHB-23,AT5G15150,HAT7,Elongation_Cortex_BRZ_4_BL,0.019639643,0.019639643,1.3042905486740899e-11,10.884625652752671,Cortex,AT1G26960_AT5G15150,FALSE
AT1G33240,AT-GTL1,AT2G45180,AT2G45180,Elongation_Cortex_BRZ_4_BL,0.019630803,0.019630803,5.061144688046787e-14,13.29575124689945,Cortex,AT1G33240_AT2G45180,FALSE
AT5G15150,HAT7,AT5G40890,CLC-A,Elongation_Cortex_BRZ_4_BL,0.019630456,0.019630456,4.8377868869801715e-12,11.315353266988419,Cortex,AT5G15150_AT5G40890,FALSE
AT1G26960,ATHB-23,AT1G77610,UDP-GALT1,Elongation_Cortex_BRZ_0_5_BL,0.019628452,0.019628452,1.8242674659238247e-13,12.738911487027863,Cortex,AT1G26960_AT1G77610,FALSE
AT1G33240,AT-GTL1,AT4G21150,RPN2,Elongation_Cortex_BRZ_2_BL,0.019625308,0.019625308,3.4545765752010752e-12,11.46160517616906,Cortex,AT1G33240_AT4G21150,FALSE
AT1G69780,ATHB-13,AT5G62700,TUBB3,Elongation_Cortex_BRZ_0_5_BL,0.019617029,0.019617029,1.2195784874437506e-12,11.913790244905927,Cortex,AT1G69780_AT5G62700,FALSE
AT3G01220,ATHB-20,AT3G17420,GPK1,Elongation_Cortex_BRZ_8_BL,-0.019615898,0.019615898,4.884116379628071e-14,13.311213996154654,Cortex,AT3G01220_AT3G17420,FALSE
AT5G15150,HAT7,AT4G24275,AT4G24275,Elongation_Cortex_BRZ_4_BL,0.019615201,0.019615201,1.6546133490655907e-16,15.781303476199785,Cortex,AT5G15150_AT4G24275,FALSE
AT1G33240,AT-GTL1,AT1G12090,ELP,Elongation_Cortex_BRZ_1_BL,0.019608308,0.019608308,3.2516115974171106e-11,10.48790133613225,Cortex,AT1G33240_AT1G12090,FALSE
AT5G15150,HAT7,AT1G29025,AT1G29025,Elongation_Cortex_BRZ_4_BL,0.019582188,0.019582188,8.172919188865217e-10,9.087622795220858,Cortex,AT5G15150_AT1G29025,FALSE
AT1G26960,ATHB-23,AT1G59610,DRP2B,Elongation_Cortex_BRZ,0.019575028,0.019575028,4.2115055528144176e-14,13.37556262236053,Cortex,AT1G26960_AT1G59610,FALSE
AT1G69780,ATHB-13,AT3G09735,S1FA3,Elongation_Cortex_BRZ_8_BL,0.019570438,0.019570438,7.201455969897556e-10,9.14257969026766,Cortex,AT1G69780_AT3G09735,FALSE
AT5G15150,HAT7,AT4G25260,PMEI7,Elongation_Cortex_BRZ_8_BL,0.019568285,0.019568285,5.681373699516195e-18,17.245546643516253,Cortex,AT5G15150_AT4G25260,FALSE
AT1G69780,ATHB-13,AT1G59610,DRP2B,Elongation_Cortex_BRZ_8_BL,0.019562636,0.019562636,2.1608575252103884e-13,12.665373867107862,Cortex,AT1G69780_AT1G59610,FALSE
AT1G26960,ATHB-23,AT5G15150,HAT7,Elongation_Cortex_BRZ,0.01954516,0.01954516,4.076767210688203e-12,11.389684086683717,Cortex,AT1G26960_AT5G15150,FALSE
AT3G01220,ATHB-20,AT1G26960,ATHB-23,Elongation_Cortex_BRZ_8_BL,0.019543283,0.019543283,1.3508378254983137e-17,16.869396786965265,Cortex,AT3G01220_AT1G26960,FALSE
AT1G33240,AT-GTL1,AT1G62020,AT1G62020,Elongation_Cortex_BRZ,0.019539416,0.019539416,1.3481519620200887e-16,15.870261151905199,Cortex,AT1G33240_AT1G62020,FALSE
AT5G15150,HAT7,AT3G26780,AT3G26780,Elongation_Cortex_BRZ_8_BL,0.01952863,0.01952863,1.1466669193178082e-15,14.94056271645774,Cortex,AT5G15150_AT3G26780,FALSE
AT3G01220,ATHB-20,AT4G34450,AT4G34450,Elongation_Cortex_BRZ_2_BL,0.019526271,0.019526271,6.877245480714369e-10,9.162585473401627,Cortex,AT3G01220_AT4G34450,FALSE
AT1G33240,AT-GTL1,AT4G12510,AT4G12510,Elongation_Cortex_BRZ_1_BL,0.01952272,0.01952272,1.564190358091668e-11,10.80571039549731,Cortex,AT1G33240_AT4G12510,FALSE
AT1G26960,ATHB-23,AT1G55330,AGP21,Elongation_Cortex_BRZ_8_BL,0.019499334,0.019499334,1.8863781833184325e-10,9.724371235000898,Cortex,AT1G26960_AT1G55330,FALSE
AT1G33240,AT-GTL1,AT5G02502,OST4B,Elongation_Cortex_BRZ_2_BL,0.019496407,0.019496407,8.578909553459488e-9,8.066567910870598,Cortex,AT1G33240_AT5G02502,FALSE
AT3G01220,ATHB-20,AT1G77610,UDP-GALT1,Elongation_Cortex_BRZ_2_BL,0.019491583,0.019491583,6.558147137366963e-10,9.183218843807289,Cortex,AT3G01220_AT1G77610,FALSE
AT1G33240,AT-GTL1,AT1G13210,ALA11,Elongation_Cortex_BRZ_2_BL,0.019475562,0.019475562,1.0075915434000433e-13,12.996715486142275,Cortex,AT1G33240_AT1G13210,FALSE
AT5G15150,HAT7,AT1G77610,UDP-GALT1,Elongation_Cortex_BRZ_4_BL,0.019459568,0.019459568,2.0979600520451892e-15,14.67820278560934,Cortex,AT5G15150_AT1G77610,FALSE
AT1G26960,ATHB-23,AT1G77610,UDP-GALT1,Elongation_Cortex_BRZ_4_BL,0.01945583,0.01945583,5.057319344334034e-12,11.296079621984772,Cortex,AT1G26960_AT1G77610,FALSE
AT1G26960,ATHB-23,AT1G55330,AGP21,Elongation_Cortex_BRZ_4_BL,0.019453827,0.019453827,5.777536112346552e-9,8.238257331293454,Cortex,AT1G26960_AT1G55330,FALSE
AT1G26960,ATHB-23,AT3G24530,AT3G24530,Elongation_Cortex_BRZ_8_BL,0.019448435,0.019448435,5.685260831306403e-16,15.245249605734639,Cortex,AT1G26960_AT3G24530,FALSE
AT3G01220,ATHB-20,AT2G03350,AT2G03350,Elongation_Cortex_BRZ_4_BL,0.019447278,0.019447278,3.226409725464586e-12,11.491280481891451,Cortex,AT3G01220_AT2G03350,FALSE
AT3G01220,ATHB-20,AT2G36830,TIP1-1,Elongation_Cortex_BRZ_2_BL,-0.01944489,0.01944489,7.491542016905719e-19,18.125428780363833,Cortex,AT3G01220_AT2G36830,FALSE
AT5G15150,HAT7,AT3G24750,AT3G24750,Elongation_Cortex_BRZ_4_BL,0.019409262,0.019409262,3.2217568263663825e-11,10.491907242611006,Cortex,AT5G15150_AT3G24750,FALSE
AT1G33240,AT-GTL1,AT2G31570,GPX2,Elongation_Cortex_BRZ_8_BL,-0.019405242,0.019405242,8.608472883312336e-13,12.065073884222727,Cortex,AT1G33240_AT2G31570,FALSE
AT1G69780,ATHB-13,AT1G52670,AT1G52670,Elongation_Cortex_BRZ_4_BL,0.01940099,0.01940099,8.176512885607793e-14,13.0874318744986,Cortex,AT1G69780_AT1G52670,FALSE
AT1G26960,ATHB-23,AT5G12940,AT5G12940,Elongation_Cortex_BRZ_2_BL,0.019363865,0.019363865,1.4737863914046137e-14,13.831565457967367,Cortex,AT1G26960_AT5G12940,FALSE
AT1G26960,ATHB-23,AT4G08685,SAH7,Elongation_Cortex_BRZ_4_BL,0.019355865,0.019355865,3.054267926754141e-12,11.515092868390568,Cortex,AT1G26960_AT4G08685,FALSE
AT1G69780,ATHB-13,AT3G09735,S1FA3,Elongation_Cortex_BRZ_1_BL,0.019348137,0.019348137,3.815504450229752e-9,8.418448035568028,Cortex,AT1G69780_AT3G09735,FALSE
AT1G69780,ATHB-13,AT5G05270,CHI3,Elongation_Cortex_BRZ_2_BL,0.019330604,0.019330604,3.0720925199631962e-12,11.512565709114345,Cortex,AT1G69780_AT5G05270,FALSE
AT5G15150,HAT7,AT5G60980,AT5G60980,Elongation_Cortex_BRZ_2_BL,0.019324953,0.019324953,8.382444329144825e-12,11.076629322196844,Cortex,AT5G15150_AT5G60980,FALSE
AT1G33240,AT-GTL1,AT1G20010,TUBB5,Elongation_Cortex_BRZ,0.019320372,0.019320372,1.9212263357025588e-14,13.716421468789317,Cortex,AT1G33240_AT1G20010,FALSE
AT1G26960,ATHB-23,AT3G49845,AT3G49845,Elongation_Cortex_BRZ,0.01931205,0.01931205,7.013929539388576e-17,16.15403860127294,Cortex,AT1G26960_AT3G49845,FALSE
AT1G26960,ATHB-23,AT5G28020,CYSD2,Elongation_Cortex_BRZ_8_BL,0.01931013,0.01931013,2.8389250816062116e-13,12.546846068225932,Cortex,AT1G26960_AT5G28020,FALSE
AT1G26960,ATHB-23,AT4G12520,AT4G12520,Elongation_Cortex_BRZ_2_BL,0.019299194,0.019299194,4.0222016361911774e-12,11.39553616166315,Cortex,AT1G26960_AT4G12520,FALSE
AT1G69780,ATHB-13,AT4G26320,AGP13,Elongation_Cortex_BRZ_0_5_BL,-0.01929091,0.01929091,1.0347520522238874e-10,9.985163703590043,Cortex,AT1G69780_AT4G26320,FALSE
AT5G15150,HAT7,AT3G25290,AT3G25290,Elongation_Cortex_BRZ_4_BL,0.019288627,0.019288627,1.3402291686426483e-11,10.87282093434616,Cortex,AT5G15150_AT3G25290,FALSE
AT1G26960,ATHB-23,AT2G03350,AT2G03350,Elongation_Cortex_BRZ_4_BL,0.019257639,0.019257639,6.763013408058646e-15,14.169859751560297,Cortex,AT1G26960_AT2G03350,FALSE
AT1G69780,ATHB-13,AT5G15150,HAT7,Elongation_Cortex_BRZ_1_BL,0.01924622,0.01924622,1.6030827292039532e-16,15.795044064726532,Cortex,AT1G69780_AT5G15150,FALSE
AT5G15150,HAT7,AT5G51040,AT5G51040,Elongation_Cortex_BRZ_2_BL,-0.01923871,0.01923871,1.3617965436630407e-10,9.865887772426712,Cortex,AT5G15150_AT5G51040,FALSE
AT1G26960,ATHB-23,AT2G14890,AGP9,Elongation_Cortex_BRZ_0_5_BL,0.019220462,0.019220462,3.9719782268560874e-16,15.400993140836821,Cortex,AT1G26960_AT2G14890,FALSE
AT5G15150,HAT7,AT2G45180,AT2G45180,Elongation_Cortex_BRZ_0_5_BL,0.019208234,0.019208234,9.499263320540325e-12,11.022310073472168,Cortex,AT5G15150_AT2G45180,FALSE
AT1G26960,ATHB-23,AT1G30690,PATL4,Elongation_Cortex_BRZ_1_BL,0.019200081,0.019200081,1.525133655263498e-19,18.816692095202495,Cortex,AT1G26960_AT1G30690,FALSE
AT5G15150,HAT7,AT1G45130,BGAL5,Elongation_Cortex_BRZ,0.019195314,0.019195314,6.3517846406185164e-18,17.19710423523092,Cortex,AT5G15150_AT1G45130,FALSE
AT1G33240,AT-GTL1,AT4G24190,HSP90-7,Elongation_Cortex_BRZ_4_BL,0.01915025,0.01915025,2.3839824717615115e-15,14.622696942071583,Cortex,AT1G33240_AT4G24190,FALSE
AT1G69780,ATHB-13,AT5G62700,TUBB3,Elongation_Cortex_BRZ_4_BL,0.019125171,0.019125171,1.1834858334847886e-10,9.926836936278377,Cortex,AT1G69780_AT5G62700,FALSE
AT3G01220,ATHB-20,AT5G59880,ADF3,Elongation_Cortex_BRZ_8_BL,0.019119147,0.019119147,1.2242094399551457e-16,15.912144275952153,Cortex,AT3G01220_AT5G59880,FALSE
AT1G69780,ATHB-13,AT2G43820,UGT74F2,Elongation_Cortex_BRZ_2_BL,-0.019119112,0.019119112,2.2081833328385306e-12,11.655964872457867,Cortex,AT1G69780_AT2G43820,FALSE
AT1G33240,AT-GTL1,AT2G02780,AT2G02780,Elongation_Cortex_BRZ_0_5_BL,0.019116983,0.019116983,1.0378525663489484e-9,8.983864336438229,Cortex,AT1G33240_AT2G02780,FALSE
AT5G15150,HAT7,AT5G02550,AT5G02550,Elongation_Cortex_BRZ_4_BL,0.01911606,0.01911606,1.119475907989846e-12,11.950985248346365,Cortex,AT5G15150_AT5G02550,FALSE
AT3G01220,ATHB-20,AT5G05610,AL1,Elongation_Cortex_BRZ,0.01911596,0.01911596,3.9067649601725506e-17,16.408182716128838,Cortex,AT3G01220_AT5G05610,FALSE
AT3G01220,ATHB-20,AT2G36830,TIP1-1,Elongation_Cortex_BRZ_4_BL,-0.019090623,0.019090623,1.1045502680075128e-17,16.956814514630477,Cortex,AT3G01220_AT2G36830,FALSE
AT5G15150,HAT7,AT1G75750,GASA1,Elongation_Cortex_BRZ_1_BL,-0.019089248,0.019089248,5.9319823929201934e-21,20.226800146697762,Cortex,AT5G15150_AT1G75750,FALSE
AT5G15150,HAT7,AT1G75750,GASA1,Elongation_Cortex_BRZ_8_BL,-0.019061236,0.019061236,6.019925232293185e-17,16.220408902663127,Cortex,AT5G15150_AT1G75750,FALSE
