source,source_name,target,target_name,cluster,coef_mean,coef_abs,p,-logp,network,TF_target,cell_wall_related_gene
AT5G15150,HAT7,AT3G04400,RPL23A,Elongation_Cortex_BRZ_2_BL,-0.008336819,0.008336819,2.600479299403579e-7,6.58494659898993,Cortex,AT5G15150_AT3G04400,FALSE
AT1G26960,ATHB-23,AT5G45420,MAMYB,Elongation_Cortex_BRZ_1_BL,0.008335398,0.008335398,1.2646984128591889e-11,10.898013026461808,Cortex,AT1G26960_AT5G45420,FALSE
AT3G01220,ATHB-20,AT5G40780,LHT1,Elongation_Cortex_BRZ_8_BL,-0.008333062,0.008333062,3.189944736641263e-13,12.496216840698194,Cortex,AT3G01220_AT5G40780,FALSE
AT1G33240,AT-GTL1,AT2G43490,AT2G43490,Elongation_Cortex_BRZ_2_BL,0.00833218,0.00833218,5.930622360556782e-9,8.226899729304701,Cortex,AT1G33240_AT2G43490,FALSE
AT5G15150,HAT7,AT2G21060,CSP4,Elongation_Cortex_BRZ_4_BL,0.008331446,0.008331446,7.767510558096565e-15,14.109718147751783,Cortex,AT5G15150_AT2G21060,FALSE
AT1G69780,ATHB-13,AT4G30550,GGP3,Elongation_Cortex_BRZ,0.008330396,0.008330396,8.989770738713539e-13,12.046251383704059,Cortex,AT1G69780_AT4G30550,FALSE
AT1G33240,AT-GTL1,AT5G02502,OST4B,Elongation_Cortex_BRZ_8_BL,-0.008330147,0.008330147,7.203684782055924e-5,4.142445299240738,Cortex,AT1G33240_AT5G02502,FALSE
AT1G69780,ATHB-13,AT3G28200,PER31,Elongation_Cortex_BRZ_0_5_BL,0.008329861,0.008329861,2.581106612442793e-12,11.588194056579974,Cortex,AT1G69780_AT3G28200,FALSE
AT5G15150,HAT7,AT2G45010,AT2G45010,Elongation_Cortex_BRZ_8_BL,0.008329699,0.008329699,3.0165834703896415e-11,10.520484653033444,Cortex,AT5G15150_AT2G45010,FALSE
AT3G01220,ATHB-20,AT1G48240,NPSN12,Elongation_Cortex_BRZ_1_BL,0.00832892,0.00832892,1.8745134177134948e-13,12.727111446563809,Cortex,AT3G01220_AT1G48240,FALSE
AT5G15150,HAT7,AT3G25930,AT3G25930,Elongation_Cortex_BRZ,-0.008326181,0.008326181,9.032690772716604e-16,15.044182857253636,Cortex,AT5G15150_AT3G25930,FALSE
AT1G69780,ATHB-13,AT2G18160,BZIP2,Elongation_Cortex_BRZ_0_5_BL,0.0083235055,0.0083235055,3.4236871908122805e-14,13.465505922005992,Cortex,AT1G69780_AT2G18160,FALSE
AT1G26960,ATHB-23,AT4G32330,WDL5,Elongation_Cortex_BRZ_2_BL,0.008323458,0.008323458,1.3344473868993673e-10,9.87469854441654,Cortex,AT1G26960_AT4G32330,FALSE
AT1G33240,AT-GTL1,AT5G58060,YKT61,Elongation_Cortex_BRZ,0.00832277,0.00832277,3.6627496889048717e-13,12.436192759861758,Cortex,AT1G33240_AT5G58060,FALSE
AT3G01220,ATHB-20,AT1G30360,ERD4,Elongation_Cortex_BRZ_4_BL,-0.0083223935,0.0083223935,5.119387966598688e-13,12.290781956722789,Cortex,AT3G01220_AT1G30360,FALSE
AT1G69780,ATHB-13,AT1G76160,sks5,Elongation_Cortex_BRZ_0_5_BL,0.008322087,0.008322087,2.8103358268246446e-10,9.55124178008699,Cortex,AT1G69780_AT1G76160,FALSE
AT5G15150,HAT7,AT5G64260,EXL2,Elongation_Cortex_BRZ_2_BL,-0.0083209835,0.0083209835,3.0764197113743313e-17,16.51195441467707,Cortex,AT5G15150_AT5G64260,FALSE
AT5G15150,HAT7,AT3G05270,FPP3,Elongation_Cortex_BRZ_0_5_BL,0.008318358,0.008318358,9.241426308272806e-14,13.034260995229205,Cortex,AT5G15150_AT3G05270,FALSE
AT1G69780,ATHB-13,AT2G38120,AUX1,Elongation_Cortex_BRZ_0_5_BL,0.008318205,0.008318205,2.210575613846661e-14,13.655494625243643,Cortex,AT1G69780_AT2G38120,FALSE
AT5G15150,HAT7,AT3G28200,PER31,Elongation_Cortex_BRZ,0.0083181495,0.0083181495,6.796972961673127e-19,18.167684457695735,Cortex,AT5G15150_AT3G28200,FALSE
AT1G26960,ATHB-23,AT5G26660,MYB86,Elongation_Cortex_BRZ_2_BL,0.00831802,0.00831802,2.0455526584351945e-13,12.689189336027026,Cortex,AT1G26960_AT5G26660,FALSE
AT1G33240,AT-GTL1,AT3G13610,F6'H1,Elongation_Cortex_BRZ_0_5_BL,-0.00831781,0.00831781,1.8554404208984776e-16,15.731552986500027,Cortex,AT1G33240_AT3G13610,FALSE
AT1G69780,ATHB-13,AT3G22830,HSFA6B,Elongation_Cortex_BRZ_2_BL,-0.008314796,0.008314796,5.126275690038003e-9,8.290198041257,Cortex,AT1G69780_AT3G22830,FALSE
AT3G01220,ATHB-20,AT4G34800,AT4G34800,Elongation_Cortex_BRZ_8_BL,0.008314151,0.008314151,7.747332569648381e-14,13.110847800679325,Cortex,AT3G01220_AT4G34800,FALSE
AT1G33240,AT-GTL1,AT4G08685,SAH7,Elongation_Cortex_BRZ_4_BL,0.008312458,0.008312458,7.698338220906507e-8,7.113603012409183,Cortex,AT1G33240_AT4G08685,FALSE
AT1G26960,ATHB-23,AT5G22020,AT5G22020,Elongation_Cortex_BRZ_2_BL,0.008312211,0.008312211,1.9771974839522483e-13,12.703949950864684,Cortex,AT1G26960_AT5G22020,FALSE
AT1G26960,ATHB-23,AT3G24550,PERK1,Elongation_Cortex_BRZ_2_BL,0.0083115995,0.0083115995,7.1056393477655e-10,9.148396839240469,Cortex,AT1G26960_AT3G24550,FALSE
AT1G33240,AT-GTL1,AT5G49280,AT5G49280,Elongation_Cortex_BRZ,0.0083097415,0.0083097415,6.436210879759077e-16,15.19136973486273,Cortex,AT1G33240_AT5G49280,FALSE
AT1G26960,ATHB-23,AT2G16600,CYP19-1,Elongation_Cortex_BRZ_0_5_BL,-0.008309565,0.008309565,4.2219310391622396e-8,7.374488864717586,Cortex,AT1G26960_AT2G16600,FALSE
AT1G69780,ATHB-13,AT5G56540,AGP14,Elongation_Cortex_BRZ,-0.00830889,0.00830889,7.995169249227969e-10,9.097172338268244,Cortex,AT1G69780_AT5G56540,FALSE
AT3G01220,ATHB-20,AT5G56540,AGP14,Elongation_Cortex_BRZ_1_BL,0.008307978,0.008307978,9.537159442569076e-13,12.020580956754355,Cortex,AT3G01220_AT5G56540,FALSE
AT1G69780,ATHB-13,AT4G16566,HINT4,Elongation_Cortex_BRZ,-0.008306639,0.008306639,6.957731572377285e-11,10.157532330242649,Cortex,AT1G69780_AT4G16566,FALSE
AT1G26960,ATHB-23,AT5G60980,AT5G60980,Elongation_Cortex_BRZ_8_BL,0.008306435,0.008306435,9.173449173134354e-14,13.037467340969918,Cortex,AT1G26960_AT5G60980,FALSE
AT3G01220,ATHB-20,AT5G26260,AT5G26260,Elongation_Cortex_BRZ_4_BL,-0.008305358,0.008305358,2.708157054946161e-10,9.56732615308932,Cortex,AT3G01220_AT5G26260,FALSE
AT3G01220,ATHB-20,AT4G36500,AT4G36500,Elongation_Cortex_BRZ_4_BL,-0.008305293,0.008305293,5.7046430028227596e-8,7.24377152859113,Cortex,AT3G01220_AT4G36500,FALSE
AT1G26960,ATHB-23,AT4G31920,ARR10,Elongation_Cortex_BRZ_8_BL,0.008303564,0.008303564,7.713271270554633e-15,14.112761394524513,Cortex,AT1G26960_AT4G31920,FALSE
AT1G33240,AT-GTL1,AT4G02450,P23-1,Elongation_Cortex_BRZ_0_5_BL,0.008302327,0.008302327,3.0578467749244614e-10,9.514584280359934,Cortex,AT1G33240_AT4G02450,FALSE
AT1G26960,ATHB-23,AT2G18160,BZIP2,Elongation_Cortex_BRZ_2_BL,0.00830211,0.00830211,5.635202481377735e-9,8.249090474477649,Cortex,AT1G26960_AT2G18160,FALSE
AT1G26960,ATHB-23,AT3G01190,PER27,Elongation_Cortex_BRZ_2_BL,0.00829984,0.00829984,5.116888999750276e-10,9.290994004039963,Cortex,AT1G26960_AT3G01190,FALSE
AT1G26960,ATHB-23,AT1G08173,AT1G08173,Elongation_Cortex_BRZ_4_BL,-0.008296592,0.008296592,1.7550971729732646e-10,9.755698833319077,Cortex,AT1G26960_AT1G08173,FALSE
AT1G33240,AT-GTL1,AT5G05610,AL1,Elongation_Cortex_BRZ,0.008296388,0.008296388,8.340701221841069e-12,11.078797435696284,Cortex,AT1G33240_AT5G05610,FALSE
AT5G15150,HAT7,AT5G03150,JKD,Elongation_Cortex_BRZ,0.008295937,0.008295937,5.649082890165603e-12,11.248022052723858,Cortex,AT5G15150_AT5G03150,FALSE
AT1G33240,AT-GTL1,AT5G23210,SCPL34,Elongation_Cortex_BRZ_4_BL,0.008295865,0.008295865,1.2614003286649258e-9,8.899147060184823,Cortex,AT1G33240_AT5G23210,FALSE
AT5G15150,HAT7,AT2G37040,PAL1,Elongation_Cortex_BRZ_8_BL,-0.008295608,0.008295608,1.0885925475812146e-16,15.963134643154563,Cortex,AT5G15150_AT2G37040,FALSE
AT3G01220,ATHB-20,AT3G01190,PER27,Elongation_Cortex_BRZ_2_BL,-0.00829462,0.00829462,2.657236483774957e-7,6.575569793339713,Cortex,AT3G01220_AT3G01190,FALSE
AT1G26960,ATHB-23,AT4G17280,AT4G17280,Elongation_Cortex_BRZ_8_BL,0.0082911905,0.0082911905,1.5184944038648572e-14,13.818586804256148,Cortex,AT1G26960_AT4G17280,FALSE
AT3G01220,ATHB-20,AT3G25930,AT3G25930,Elongation_Cortex_BRZ_0_5_BL,-0.008290596,0.008290596,1.829186071883109e-17,16.737742114161758,Cortex,AT3G01220_AT3G25930,FALSE
AT1G33240,AT-GTL1,AT2G38750,ANN4,Elongation_Cortex_BRZ_4_BL,0.008290281,0.008290281,1.0506115246041654e-9,8.978557839546099,Cortex,AT1G33240_AT2G38750,FALSE
AT1G26960,ATHB-23,AT5G56360,PSL4,Elongation_Cortex_BRZ,0.008290156,0.008290156,6.755371353583971e-13,12.170350772122417,Cortex,AT1G26960_AT5G56360,FALSE
AT1G69780,ATHB-13,AT5G55960,AT5G55960,Elongation_Cortex_BRZ_4_BL,0.008289341,0.008289341,2.3500333333607502e-8,7.628925977561469,Cortex,AT1G69780_AT5G55960,FALSE
AT1G26960,ATHB-23,AT1G79040,PSBR,Elongation_Cortex_BRZ_8_BL,-0.008287851,0.008287851,3.1863669832379617e-10,9.496704206684045,Cortex,AT1G26960_AT1G79040,FALSE
AT1G69780,ATHB-13,AT5G08080,SYP132,Elongation_Cortex_BRZ_8_BL,0.008286971,0.008286971,6.465585778241952e-9,8.189392122178251,Cortex,AT1G69780_AT5G08080,FALSE
AT1G26960,ATHB-23,AT5G02550,AT5G02550,Elongation_Cortex_BRZ_1_BL,0.008286599,0.008286599,5.735520870048433e-14,13.241427135615222,Cortex,AT1G26960_AT5G02550,FALSE
AT1G26960,ATHB-23,AT5G24165,AT5G24165,Elongation_Cortex_BRZ_1_BL,-0.008285291,0.008285291,4.957295040605055e-11,10.30475523265959,Cortex,AT1G26960_AT5G24165,FALSE
AT1G33240,AT-GTL1,AT1G30570,HERK2,Elongation_Cortex_BRZ_0_5_BL,0.008284221,0.008284221,1.3991785227169227e-14,13.854126869865224,Cortex,AT1G33240_AT1G30570,FALSE
AT1G33240,AT-GTL1,AT1G61790,OST3B,Elongation_Cortex_BRZ_4_BL,0.008283321,0.008283321,1.4562523629240172e-7,6.836763356940444,Cortex,AT1G33240_AT1G61790,FALSE
AT1G69780,ATHB-13,AT5G18520,AT5G18520,Elongation_Cortex_BRZ_8_BL,0.008281079,0.008281079,4.0891935600661886e-11,10.388362331832774,Cortex,AT1G69780_AT5G18520,FALSE
AT3G01220,ATHB-20,AT5G54160,OMT1,Elongation_Cortex_BRZ_1_BL,-0.008281071,0.008281071,1.795433295274339e-14,13.745830725337356,Cortex,AT3G01220_AT5G54160,FALSE
AT1G69780,ATHB-13,AT3G11230,AT3G11230,Elongation_Cortex_BRZ_8_BL,-0.008280725,0.008280725,4.92485033988663e-12,11.307606962638241,Cortex,AT1G69780_AT3G11230,FALSE
AT1G26960,ATHB-23,AT4G00810,RPP1B,Elongation_Cortex_BRZ_2_BL,0.008280132,0.008280132,3.27566427736255e-11,10.484700615446505,Cortex,AT1G26960_AT4G00810,FALSE
AT3G01220,ATHB-20,AT5G65390,AGP7,Elongation_Cortex_BRZ_4_BL,0.008279685,0.008279685,1.303894565449708e-12,11.884757524780976,Cortex,AT3G01220_AT5G65390,FALSE
AT1G69780,ATHB-13,AT1G32130,IWS1,Elongation_Cortex_BRZ_4_BL,0.0082795955,0.0082795955,2.228570599360103e-9,8.651973603252987,Cortex,AT1G69780_AT1G32130,FALSE
AT1G69780,ATHB-13,AT5G65110,ACX2,Elongation_Cortex_BRZ_2_BL,0.008277686,0.008277686,1.3252941978582867e-12,11.87768770336949,Cortex,AT1G69780_AT5G65110,FALSE
AT1G26960,ATHB-23,AT5G25190,ERF003,Elongation_Cortex_BRZ_2_BL,0.008277294,0.008277294,3.336350508790381e-12,11.476728329725816,Cortex,AT1G26960_AT5G25190,FALSE
AT5G15150,HAT7,AT5G10770,AT5G10770,Elongation_Cortex_BRZ_2_BL,-0.008275275,0.008275275,6.111662903647186e-15,14.213840607822949,Cortex,AT5G15150_AT5G10770,FALSE
AT5G15150,HAT7,AT4G10360,AT4G10360,Elongation_Cortex_BRZ,-0.008274403,0.008274403,8.50289307156944e-12,11.070433282374625,Cortex,AT5G15150_AT4G10360,FALSE
AT5G15150,HAT7,AT5G03040,iqd2,Elongation_Cortex_BRZ,0.008270872,0.008270872,1.8929757748881642e-13,12.722854943827917,Cortex,AT5G15150_AT5G03040,FALSE
AT1G33240,AT-GTL1,AT1G44575,PSBS,Elongation_Cortex_BRZ_8_BL,0.008269842,0.008269842,6.066881844632753e-10,9.217034463062163,Cortex,AT1G33240_AT1G44575,FALSE
AT5G15150,HAT7,AT5G25890,IAA28,Elongation_Cortex_BRZ_4_BL,-0.00826878,0.00826878,1.13432870969674e-9,8.94526107584773,Cortex,AT5G15150_AT5G25890,FALSE
AT1G26960,ATHB-23,AT2G23910,AT2G23910,Elongation_Cortex_BRZ_4_BL,0.008267886,0.008267886,1.0129476571136362e-13,12.994412995719715,Cortex,AT1G26960_AT2G23910,FALSE
AT1G69780,ATHB-13,AT4G17460,HAT1,Elongation_Cortex_BRZ_4_BL,0.008266011,0.008266011,5.889163855329737e-14,13.229946362053985,Cortex,AT1G69780_AT4G17460,FALSE
AT1G69780,ATHB-13,AT5G15220,AT5G15220,Elongation_Cortex_BRZ_8_BL,0.008265867,0.008265867,4.045369915311745e-17,16.393041759630623,Cortex,AT1G69780_AT5G15220,FALSE
AT1G69780,ATHB-13,AT2G37040,PAL1,Elongation_Cortex_BRZ_8_BL,-0.008265338,0.008265338,3.629201261257258e-15,14.440188946864257,Cortex,AT1G69780_AT2G37040,FALSE
AT5G15150,HAT7,AT1G53580,GLY3,Elongation_Cortex_BRZ_2_BL,-0.008265026,0.008265026,1.5177963503178714e-9,8.8187864958097,Cortex,AT5G15150_AT1G53580,FALSE
AT1G26960,ATHB-23,AT1G65010,AT1G65010,Elongation_Cortex_BRZ_8_BL,0.008261958,0.008261958,4.6033636535869504e-14,13.33692471563224,Cortex,AT1G26960_AT1G65010,FALSE
AT1G33240,AT-GTL1,AT5G61790,CNX1,Elongation_Cortex_BRZ_4_BL,0.008261685,0.008261685,1.0313014279491346e-10,9.986614380921894,Cortex,AT1G33240_AT5G61790,FALSE
AT1G33240,AT-GTL1,AT5G04240,ELF6,Elongation_Cortex_BRZ_4_BL,0.008260067,0.008260067,1.674880898965968e-14,13.776016070275439,Cortex,AT1G33240_AT5G04240,FALSE
AT1G33240,AT-GTL1,AT3G14940,PPC3,Elongation_Cortex_BRZ,-0.008258566,0.008258566,1.2805183074692007e-13,12.892614208077227,Cortex,AT1G33240_AT3G14940,FALSE
AT1G26960,ATHB-23,AT5G40690,AT5G40690,Elongation_Cortex_BRZ_8_BL,-0.008258077,0.008258077,3.3288325054173175e-14,13.477708056391254,Cortex,AT1G26960_AT5G40690,FALSE
AT5G15150,HAT7,AT1G04680,AT1G04680,Elongation_Cortex_BRZ,0.008256932,0.008256932,3.879503083822208e-20,19.41122389857449,Cortex,AT5G15150_AT1G04680,FALSE
AT5G15150,HAT7,AT1G56330,SAR1B,Elongation_Cortex_BRZ_2_BL,0.008256509,0.008256509,1.4726029786262535e-15,14.831914325413278,Cortex,AT5G15150_AT1G56330,FALSE
AT5G15150,HAT7,AT4G31860,AT4G31860,Elongation_Cortex_BRZ,0.008255607,0.008255607,1.0740360806143552e-5,4.968981128926485,Cortex,AT5G15150_AT4G31860,FALSE
AT5G15150,HAT7,AT4G31470,AT4G31470,Elongation_Cortex_BRZ_4_BL,0.008254766,0.008254766,2.6137414649813566e-12,11.58273737233498,Cortex,AT5G15150_AT4G31470,FALSE
AT1G69780,ATHB-13,AT4G32330,WDL5,Elongation_Cortex_BRZ_0_5_BL,0.0082546435,0.0082546435,1.6246409298408936e-15,14.789242609712943,Cortex,AT1G69780_AT4G32330,FALSE
AT3G01220,ATHB-20,AT4G02030,AT4G02030,Elongation_Cortex_BRZ_2_BL,0.008249615,0.008249615,1.5430910093512815e-12,11.811608459099858,Cortex,AT3G01220_AT4G02030,FALSE
AT5G15150,HAT7,AT5G63470,NFYC4,Elongation_Cortex_BRZ_8_BL,0.008246366,0.008246366,3.496288140215777e-9,8.456392782974394,Cortex,AT5G15150_AT5G63470,FALSE
AT5G15150,HAT7,AT3G62420,BZIP53,Elongation_Cortex_BRZ_4_BL,0.008243202,0.008243202,1.0803860117979433e-12,11.966421047437468,Cortex,AT5G15150_AT3G62420,FALSE
AT5G15150,HAT7,AT2G20280,AT2G20280,Elongation_Cortex_BRZ_4_BL,0.008242811,0.008242811,1.315686202317918e-12,11.880847679758743,Cortex,AT5G15150_AT2G20280,FALSE
AT1G33240,AT-GTL1,AT1G12500,AT1G12500,Elongation_Cortex_BRZ_4_BL,0.008242025,0.008242025,8.335683575833047e-16,15.079058779634508,Cortex,AT1G33240_AT1G12500,FALSE
AT3G01220,ATHB-20,AT5G25190,ERF003,Elongation_Cortex_BRZ,0.008241814,0.008241814,1.543360384205054e-15,14.81153265164467,Cortex,AT3G01220_AT5G25190,FALSE
AT3G01220,ATHB-20,AT3G20110,CYP705A20,Elongation_Cortex_BRZ_1_BL,0.008241628,0.008241628,1.4518422457539143e-15,14.838080570633593,Cortex,AT3G01220_AT3G20110,FALSE
AT3G01220,ATHB-20,AT3G56800,CAM5,Elongation_Cortex_BRZ,0.008237229,0.008237229,1.5186427054803975e-12,11.818544391568793,Cortex,AT3G01220_AT3G56800,FALSE
AT1G33240,AT-GTL1,AT2G37170,PIP2B,Elongation_Cortex_BRZ_8_BL,-0.008234755,0.008234755,2.188492282697363e-17,16.659854980505223,Cortex,AT1G33240_AT2G37170,FALSE
AT1G33240,AT-GTL1,AT1G04820,TUBA4,Elongation_Cortex_BRZ_1_BL,0.008234199,0.008234199,7.968839505323942e-19,18.09860491990007,Cortex,AT1G33240_AT1G04820,FALSE
AT1G69780,ATHB-13,AT1G67730,KCR1,Elongation_Cortex_BRZ_1_BL,0.008224,0.008224,5.74906451472598e-10,9.240402817770395,Cortex,AT1G69780_AT1G67730,FALSE
AT3G01220,ATHB-20,AT3G01520,AT3G01520,Elongation_Cortex_BRZ_8_BL,-0.0082217,0.0082217,1.034123069665618e-10,9.9854277733348,Cortex,AT3G01220_AT3G01520,FALSE
AT1G69780,ATHB-13,AT5G41790,CIP1,Elongation_Cortex_BRZ_8_BL,0.008221128,0.008221128,9.526234514152484e-12,11.021078731353853,Cortex,AT1G69780_AT5G41790,FALSE
AT1G26960,ATHB-23,AT3G18170,AT3G18170,Elongation_Cortex_BRZ_8_BL,-0.008220526,0.008220526,7.669966152214873e-17,16.11520655260105,Cortex,AT1G26960_AT3G18170,FALSE
AT5G15150,HAT7,AT4G21850,MSRB9,Elongation_Cortex_BRZ_4_BL,0.008220078,0.008220078,1.5976174291297438e-15,14.796527210196954,Cortex,AT5G15150_AT4G21850,FALSE
AT1G69780,ATHB-13,AT3G24040,AT3G24040,Elongation_Cortex_BRZ_8_BL,0.008219111,0.008219111,6.884390138796844e-11,10.162134526153077,Cortex,AT1G69780_AT3G24040,FALSE
AT1G69780,ATHB-13,AT5G54160,OMT1,Elongation_Cortex_BRZ,-0.008216224,0.008216224,9.665642349846906e-17,16.014769278756585,Cortex,AT1G69780_AT5G54160,FALSE
AT1G33240,AT-GTL1,AT5G11670,NADP-ME2,Elongation_Cortex_BRZ_4_BL,-0.008215422,0.008215422,3.0700362948122176e-12,11.512856490143825,Cortex,AT1G33240_AT5G11670,FALSE
AT3G01220,ATHB-20,AT1G64640,ENODL8,Elongation_Cortex_BRZ_0_5_BL,0.008215071,0.008215071,3.1937322895009803e-19,18.49570149084789,Cortex,AT3G01220_AT1G64640,FALSE
AT1G69780,ATHB-13,AT2G01910,MAP65-6,Elongation_Cortex_BRZ_4_BL,-0.00821311,0.00821311,7.702068987536175e-13,12.113392595714313,Cortex,AT1G69780_AT2G01910,FALSE
AT1G69780,ATHB-13,AT4G31340,AT4G31340,Elongation_Cortex_BRZ_4_BL,0.0082126185,0.0082126185,9.281447853818426e-11,10.032384270992651,Cortex,AT1G69780_AT4G31340,FALSE
AT3G01220,ATHB-20,AT1G20440,COR47,Elongation_Cortex_BRZ,-0.008211382,0.008211382,1.0042541738215924e-18,17.99815635460359,Cortex,AT3G01220_AT1G20440,FALSE
AT1G69780,ATHB-13,AT3G24530,AT3G24530,Elongation_Cortex_BRZ,0.008210301,0.008210301,1.8365641673696642e-14,13.735993893320469,Cortex,AT1G69780_AT3G24530,FALSE
AT1G26960,ATHB-23,AT5G67480,BT4,Elongation_Cortex_BRZ_0_5_BL,0.008208828,0.008208828,1.524519042718164e-10,9.816867146506361,Cortex,AT1G26960_AT5G67480,FALSE
AT1G26960,ATHB-23,AT5G02550,AT5G02550,Elongation_Cortex_BRZ_0_5_BL,0.008201432,0.008201432,2.3990273115448557e-10,9.619964807811366,Cortex,AT1G26960_AT5G02550,FALSE
AT1G33240,AT-GTL1,AT1G55330,AGP21,Elongation_Cortex_BRZ_4_BL,0.008200646,0.008200646,3.613537572380478e-7,6.44206742527068,Cortex,AT1G33240_AT1G55330,FALSE
AT1G69780,ATHB-13,AT3G10520,AHB2,Elongation_Cortex_BRZ_4_BL,0.008200602,0.008200602,2.499012535267498e-15,14.602231565408625,Cortex,AT1G69780_AT3G10520,FALSE
AT1G69780,ATHB-13,AT3G52770,ZPR3,Elongation_Cortex_BRZ_0_5_BL,0.008198742,0.008198742,1.551555020749975e-14,13.809232818994145,Cortex,AT1G69780_AT3G52770,FALSE
AT1G26960,ATHB-23,AT1G62660,BFRUCT3,Elongation_Cortex_BRZ_8_BL,0.008198413,0.008198413,2.783703641359988e-19,18.55537700245694,Cortex,AT1G26960_AT1G62660,FALSE
AT5G15150,HAT7,AT5G10430,AGP4,Elongation_Cortex_BRZ_4_BL,0.008196595,0.008196595,2.0022108311894578e-13,12.698490193589327,Cortex,AT5G15150_AT5G10430,FALSE
AT1G33240,AT-GTL1,AT3G12610,DRT100,Elongation_Cortex_BRZ_8_BL,0.008195643,0.008195643,8.268749512624699e-16,15.082560164066539,Cortex,AT1G33240_AT3G12610,FALSE
AT1G69780,ATHB-13,AT5G19690,STT3A,Elongation_Cortex_BRZ,0.008191765,0.008191765,7.696408157429989e-14,13.113711908769197,Cortex,AT1G69780_AT5G19690,FALSE
AT3G01220,ATHB-20,AT3G28940,AIG2B,Elongation_Cortex_BRZ_0_5_BL,-0.008191535,0.008191535,4.526312956897901e-9,8.344255421491539,Cortex,AT3G01220_AT3G28940,FALSE
AT1G26960,ATHB-23,AT3G24550,PERK1,Elongation_Cortex_BRZ_4_BL,0.008191276,0.008191276,6.0601609240351774e-12,11.217515843244184,Cortex,AT1G26960_AT3G24550,FALSE
AT1G26960,ATHB-23,AT1G20440,COR47,Elongation_Cortex_BRZ,-0.008190876,0.008190876,5.0480388453890354e-14,13.296877311792212,Cortex,AT1G26960_AT1G20440,FALSE
AT3G01220,ATHB-20,AT2G44740,CYCU4-1,Elongation_Cortex_BRZ_8_BL,0.0081901625,0.0081901625,4.2685611323928395e-12,11.369718494429549,Cortex,AT3G01220_AT2G44740,FALSE
AT1G33240,AT-GTL1,AT2G20120,COV1,Elongation_Cortex_BRZ_1_BL,0.008189133,0.008189133,1.6890552222216198e-13,12.772356151308756,Cortex,AT1G33240_AT2G20120,FALSE
AT1G33240,AT-GTL1,AT2G34660,ABCC2,Elongation_Cortex_BRZ_0_5_BL,0.00818905,0.00818905,1.0905023053521493e-12,11.962373411973719,Cortex,AT1G33240_AT2G34660,FALSE
AT3G01220,ATHB-20,AT5G07870,AT5G07870,Elongation_Cortex_BRZ_1_BL,0.008188622,0.008188622,3.9070953417920185e-10,9.408145990897314,Cortex,AT3G01220_AT5G07870,FALSE
AT5G15150,HAT7,AT1G58290,HEMA1,Elongation_Cortex_BRZ_4_BL,0.008188593,0.008188593,1.6038875616797444e-11,10.794826080599005,Cortex,AT5G15150_AT1G58290,FALSE
AT1G26960,ATHB-23,AT5G47990,CYP705A5,Elongation_Cortex_BRZ_4_BL,-0.008188192,0.008188192,2.58311822537525e-12,11.587855716376783,Cortex,AT1G26960_AT5G47990,FALSE
AT5G15150,HAT7,AT1G64640,ENODL8,Elongation_Cortex_BRZ,0.0081869885,0.0081869885,1.4431959545854497e-21,20.840674697168872,Cortex,AT5G15150_AT1G64640,FALSE
AT1G33240,AT-GTL1,AT1G62660,BFRUCT3,Elongation_Cortex_BRZ_8_BL,0.008185908,0.008185908,4.16506695979681e-15,14.380378012255632,Cortex,AT1G33240_AT1G62660,FALSE
AT3G01220,ATHB-20,AT1G66280,BGLU22,Elongation_Cortex_BRZ_4_BL,-0.008185858,0.008185858,2.959000253168414e-12,11.528854997681664,Cortex,AT3G01220_AT1G66280,FALSE
AT1G69780,ATHB-13,AT5G26740,AT5G26740,Elongation_Cortex_BRZ_8_BL,-0.0081847785,0.0081847785,9.974445553322933e-10,9.001111235974516,Cortex,AT1G69780_AT5G26740,FALSE
AT1G69780,ATHB-13,AT1G65010,AT1G65010,Elongation_Cortex_BRZ_0_5_BL,0.008184229,0.008184229,1.3669203163448568e-12,11.864256801584613,Cortex,AT1G69780_AT1G65010,FALSE
AT1G26960,ATHB-23,AT5G55850,NOI,Elongation_Cortex_BRZ_4_BL,0.008181501,0.008181501,1.7089547325959785e-7,6.767269440874434,Cortex,AT1G26960_AT5G55850,FALSE
AT5G15150,HAT7,AT3G10525,SMR1,Elongation_Cortex_BRZ_4_BL,0.00818135,0.00818135,1.1617960634955479e-10,9.93487009937387,Cortex,AT5G15150_AT3G10525,FALSE
AT3G01220,ATHB-20,AT3G10525,SMR1,Elongation_Cortex_BRZ_1_BL,0.008177087,0.008177087,3.446085067241658e-11,10.462674006116762,Cortex,AT3G01220_AT3G10525,FALSE
AT1G69780,ATHB-13,AT3G20110,CYP705A20,Elongation_Cortex_BRZ,0.0081759,0.0081759,2.9346512170865354e-15,14.532443507191735,Cortex,AT1G69780_AT3G20110,FALSE
AT3G01220,ATHB-20,AT5G14360,AT5G14360,Elongation_Cortex_BRZ_4_BL,0.008175106,0.008175106,1.3865750047539513e-13,12.858056632923685,Cortex,AT3G01220_AT5G14360,FALSE
AT5G15150,HAT7,AT1G26960,ATHB-23,Elongation_Cortex_BRZ_1_BL,0.008173145,0.008173145,4.733509089890958e-18,17.324816784557864,Cortex,AT5G15150_AT1G26960,FALSE
