regulator,regulator site,interaction,target,target site,Time,Type,Pearson,Spearman,Weight
AT1G73100,,regulates,AT5G03740,,15min,TF-Abundance,,,0.864773859
AT1G73100,,regulates,AT5G47220,,15min,TF-Abundance,,,0.5499131
AT1G73100,,regulates,AT5G51190,,15min,TF-Abundance,,,0.546293346
AT2G17150,,regulates,AT1G06070,,15min,TF-Abundance,,,0.997190007
AT2G17150,,regulates,AT2G21530,,15min,TF-Abundance,,,0.43779702
AT2G17150,,regulates,AT2G45150,,15min,TF-Abundance,,,0.759877095
AT2G17150,,regulates,AT3G48920,,15min,TF-Abundance,,,0.868171031
AT2G17150,,regulates,AT4G16150,,15min,TF-Abundance,,,0.346706798
AT2G17150,,regulates,AT4G17230,,15min,TF-Abundance,,,0.938432039
AT2G17150,,regulates,AT4G17490,,15min,TF-Abundance,,,0.748835746
AT2G17150,,regulates,AT5G03740,,15min,TF-Abundance,,,0.822869893
AT2G17150,,regulates,AT5G47220,,15min,TF-Abundance,,,0.50618928
AT2G17150,,regulates,AT5G51190,,15min,TF-Abundance,,,0.723210122
AT2G21530,,regulates,AT1G68840,,15min,TF-Abundance,,,0.470839893
AT2G21530,,regulates,AT2G40290,,15min,TF-Abundance,,,0.690999142
AT2G21530,,regulates,AT3G01460,,15min,TF-Abundance,,,0.802903513
AT2G21530,,regulates,AT3G52500,,15min,TF-Abundance,,,0.375932554
AT2G21530,,regulates,AT4G16150,,15min,TF-Abundance,,,0.35767207
AT2G21530,,regulates,AT4G17490,,15min,TF-Abundance,,,0.480097313
AT2G21530,,regulates,AT4G30950,,15min,TF-Abundance,,,0.47305847
AT2G21530,,regulates,AT5G51190,,15min,TF-Abundance,,,0.567531552
AT3G01460,,regulates,AT2G36885,,15min,TF-Abundance,,,0.530542818
AT3G01460,,regulates,AT3G52500,,15min,TF-Abundance,,,0.762771829
AT3G01460,,regulates,AT4G16150,,15min,TF-Abundance,,,1
AT3G01460,,regulates,AT4G30950,,15min,TF-Abundance,,,0.610704545
AT3G11200,,regulates,AT4G31500,,15min,TF-Abundance,,,0.851517673
AT3G18990,,regulates,AT4G31800,,15min,TF-Abundance,,,0.6554698
AT3G18990,,regulates,AT5G28500,,15min,TF-Abundance,,,0.633900504
AT3G48920,,regulates,AT4G17230,,15min,TF-Abundance,,,0.983510305
AT3G48920,,regulates,AT5G03740,,15min,TF-Abundance,,,0.815915958
AT4G16150,,regulates,AT2G17150,,15min,TF-Abundance,,,0.355058108
AT4G16150,,regulates,AT2G21530,,15min,TF-Abundance,,,0.444459422
AT4G16150,,regulates,AT2G40290,,15min,TF-Abundance,,,0.592220555
AT4G16150,,regulates,AT3G01460,,15min,TF-Abundance,,,0.675326678
AT4G16150,,regulates,AT3G52500,,15min,TF-Abundance,,,0.288728048
AT4G16150,,regulates,AT4G30950,,15min,TF-Abundance,,,0.352490657
AT4G16150,,regulates,AT5G51190,,15min,TF-Abundance,,,0.388009721
AT4G35570,,regulates,AT1G64230,,15min,TF-Abundance,,,0.65661414
AT4G35570,,regulates,AT3G11940,,15min,TF-Abundance,,,0.694655987
AT4G35570,,regulates,AT4G00880,,15min,TF-Abundance,,,0.620983552
AT4G35570,,regulates,AT4G31800,,15min,TF-Abundance,,,1
AT4G35570,,regulates,AT5G41670,,15min,TF-Abundance,,,0.615033446
AT5G03740,,regulates,AT1G06070,,15min,TF-Abundance,,,0.855397147
AT5G03740,,regulates,AT2G17150,,15min,TF-Abundance,,,0.753864452
AT5G03740,,regulates,AT3G48920,,15min,TF-Abundance,,,0.86209973
AT5G03740,,regulates,AT4G17230,,15min,TF-Abundance,,,0.723488773
AT1G01260,,regulates,AT1G02335,,30min,TF-Abundance,,,0.700615805
AT1G01260,,regulates,AT1G14440,,30min,TF-Abundance,,,0.696785675
AT1G01260,,regulates,AT2G17560,,30min,TF-Abundance,,,0.685883717
AT1G01260,,regulates,AT3G17609,,30min,TF-Abundance,,,0.775986495
AT1G09770,,regulates,AT1G64090,,30min,TF-Abundance,,,0.829357711
AT1G09770,,regulates,AT2G02740,,30min,TF-Abundance,,,0.726270122
AT1G09770,,regulates,AT2G17560,,30min,TF-Abundance,,,0.741762399
AT1G09770,,regulates,AT2G21530,,30min,TF-Abundance,,,0.691738405
AT1G09770,,regulates,AT3G11100,,30min,TF-Abundance,,,0.902480644
AT1G09770,,regulates,AT3G24860,,30min,TF-Abundance,,,0.689538177
AT1G09770,,regulates,AT3G47620,,30min,TF-Abundance,,,0.71979059
AT1G09770,,regulates,AT3G48590,,30min,TF-Abundance,,,0.700211693
AT1G09770,,regulates,AT4G14342,,30min,TF-Abundance,,,0.693678945
AT1G09770,,regulates,AT4G25210,,30min,TF-Abundance,,,0.684885334
AT1G09770,,regulates,AT4G35310,,30min,TF-Abundance,,,0.831361995
AT1G09770,,regulates,AT5G10030,,30min,TF-Abundance,,,0.728386665
AT1G09770,,regulates,AT5G18550,,30min,TF-Abundance,,,0.696475911
AT1G14440,,regulates,AT1G24180,,30min,TF-Abundance,,,0.851421977
AT1G14440,,regulates,AT2G46280,,30min,TF-Abundance,,,0.75846015
AT1G14440,,regulates,AT5G56900,,30min,TF-Abundance,,,0.765765385
AT1G58220,,regulates,AT1G01260,,30min,TF-Abundance,,,0.763948092
AT1G58220,,regulates,AT1G24180,,30min,TF-Abundance,,,0.70215304
AT1G68840,,regulates,AT1G15750,,30min,TF-Abundance,,,0.625994716
AT1G68840,,regulates,AT1G71100,,30min,TF-Abundance,,,0.757523929
AT1G68840,,regulates,AT3G52610,,30min,TF-Abundance,,,0.640334717
AT1G71692,,regulates,AT1G09770,,30min,TF-Abundance,,,0.703170391
AT1G71692,,regulates,AT1G09970,,30min,TF-Abundance,,,0.679197827
AT1G71692,,regulates,AT1G14440,,30min,TF-Abundance,,,0.702446687
AT1G71692,,regulates,AT1G53080,,30min,TF-Abundance,,,0.693470744
AT1G71692,,regulates,AT1G57990,,30min,TF-Abundance,,,0.832122633
AT1G71692,,regulates,AT1G76880,,30min,TF-Abundance,,,0.708824335
AT1G71692,,regulates,AT2G28550,,30min,TF-Abundance,,,0.724382992
AT1G71692,,regulates,AT2G39900,,30min,TF-Abundance,,,0.692725972
AT1G71692,,regulates,AT2G45660,,30min,TF-Abundance,,,0.570534408
AT1G71692,,regulates,AT3G06740,,30min,TF-Abundance,,,0.676263803
AT1G71692,,regulates,AT4G15420,,30min,TF-Abundance,,,0.77410513
AT1G71692,,regulates,AT4G25210,,30min,TF-Abundance,,,0.663867673
AT1G71692,,regulates,AT4G28730,,30min,TF-Abundance,,,0.73755762
AT1G71692,,regulates,AT4G32280,,30min,TF-Abundance,,,0.719352605
AT1G71692,,regulates,AT4G32920,,30min,TF-Abundance,,,0.702722134
AT1G71692,,regulates,AT5G06110,,30min,TF-Abundance,,,0.688027932
AT1G76880,,regulates,AT1G09770,,30min,TF-Abundance,,,0.766369371
AT1G76880,,regulates,AT1G57990,,30min,TF-Abundance,,,0.682515333
AT1G76880,,regulates,AT1G71692,,30min,TF-Abundance,,,0.757331592
AT1G76880,,regulates,AT2G31070,,30min,TF-Abundance,,,0.681575521
AT1G76880,,regulates,AT3G42790,,30min,TF-Abundance,,,0.726208223
AT1G76880,,regulates,AT4G17230,,30min,TF-Abundance,,,0.778112962
AT1G76890,,regulates,AT2G39900,,30min,TF-Abundance,,,0.695392129
AT2G17560,,regulates,AT1G16130,,30min,TF-Abundance,,,0.72807565
AT2G21530,,regulates,AT5G56900,,30min,TF-Abundance,,,0.732068828
AT2G24500,,regulates,AT1G48100,,30min,TF-Abundance,,,0.701497156
AT2G24500,,regulates,AT1G58440,,30min,TF-Abundance,,,0.691157289
AT2G24500,,regulates,AT2G24420,,30min,TF-Abundance,,,0.821029465
AT2G24500,,regulates,AT3G16950,,30min,TF-Abundance,,,0.711707726
AT2G24500,,regulates,AT3G23170,,30min,TF-Abundance,,,0.727314945
AT2G24500,,regulates,AT4G00950,,30min,TF-Abundance,,,0.688386621
AT2G24500,,regulates,AT4G25730,,30min,TF-Abundance,,,0.710827986
AT2G24500,,regulates,AT4G38630,,30min,TF-Abundance,,,0.777341178
AT2G24500,,regulates,AT5G22690,,30min,TF-Abundance,,,0.685005768
AT2G24500,,regulates,AT5G45280,,30min,TF-Abundance,,,0.903767708
AT2G28550,,regulates,AT1G02335,,30min,TF-Abundance,,,0.691550688
AT2G28550,,regulates,AT1G09770,,30min,TF-Abundance,,,0.712710809
AT2G28550,,regulates,AT1G13260,,30min,TF-Abundance,,,0.685005476
AT2G28550,,regulates,AT1G71692,,30min,TF-Abundance,,,0.754173071
AT2G28550,,regulates,AT3G47620,,30min,TF-Abundance,,,0.687775231
AT2G28550,,regulates,AT4G17230,,30min,TF-Abundance,,,0.746203413
AT2G28550,,regulates,AT4G22710,,30min,TF-Abundance,,,0.674906288
AT2G31070,,regulates,AT2G46225,,30min,TF-Abundance,,,0.689478046
AT2G31070,,regulates,AT3G47620,,30min,TF-Abundance,,,0.72754958
AT2G37060,,regulates,AT1G06830,,30min,TF-Abundance,,,0.931486969
AT2G37060,,regulates,AT1G07135,,30min,TF-Abundance,,,0.750000456
AT2G37060,,regulates,AT1G29690,,30min,TF-Abundance,,,0.763849996
AT2G37060,,regulates,AT1G66160,,30min,TF-Abundance,,,0.742317516
AT2G37060,,regulates,AT2G32210,,30min,TF-Abundance,,,0.800285233
AT2G37060,,regulates,AT2G47060,,30min,TF-Abundance,,,0.781115012
AT2G37060,,regulates,AT3G06740,,30min,TF-Abundance,,,0.602808966
AT2G37060,,regulates,AT3G15650,,30min,TF-Abundance,,,0.761385762
AT2G37060,,regulates,AT3G16870,,30min,TF-Abundance,,,0.761838963
AT2G37060,,regulates,AT3G61640,,30min,TF-Abundance,,,0.753378196
AT2G37060,,regulates,AT4G25210,,30min,TF-Abundance,,,0.696903068
AT2G37060,,regulates,AT4G25810,,30min,TF-Abundance,,,0.791223788
AT2G37060,,regulates,AT4G31000,,30min,TF-Abundance,,,0.757629279
AT2G37060,,regulates,AT4G32280,,30min,TF-Abundance,,,0.700151017
AT2G37060,,regulates,AT5G46470,,30min,TF-Abundance,,,0.793738606
AT2G37060,,regulates,AT5G50915,,30min,TF-Abundance,,,0.760355406
AT2G37060,,regulates,AT5G55340,,30min,TF-Abundance,,,0.781245428
AT2G38880,,regulates,AT1G09390,,30min,TF-Abundance,,,0.798502043
AT2G38880,,regulates,AT3G24860,,30min,TF-Abundance,,,0.68785447
AT2G39900,,regulates,AT3G17609,,30min,TF-Abundance,,,0.74219331
AT2G41900,,regulates,AT2G17560,,30min,TF-Abundance,,,0.719704913
AT2G41900,,regulates,AT2G44450,,30min,TF-Abundance,,,0.693343493
AT2G41900,,regulates,AT3G46600,,30min,TF-Abundance,,,0.705680623
AT2G47900,,regulates,AT3G52380,,30min,TF-Abundance,,,0.782216491
AT3G11100,,regulates,AT1G09770,,30min,TF-Abundance,,,0.685004926
AT3G11100,,regulates,AT2G39900,,30min,TF-Abundance,,,0.760601526
AT3G11100,,regulates,AT3G17609,,30min,TF-Abundance,,,0.712280166
AT3G11100,,regulates,AT5G56900,,30min,TF-Abundance,,,0.678484119
AT3G17609,,regulates,AT1G09770,,30min,TF-Abundance,,,0.70896446
AT3G17609,,regulates,AT3G11100,,30min,TF-Abundance,,,0.67549416
AT3G17609,,regulates,AT3G42790,,30min,TF-Abundance,,,0.705105358
AT3G17609,,regulates,AT3G46600,,30min,TF-Abundance,,,0.692337217
AT3G17609,,regulates,AT3G47620,,30min,TF-Abundance,,,0.681098242
AT3G17609,,regulates,AT5G56900,,30min,TF-Abundance,,,0.755914455
AT3G24860,,regulates,AT2G46225,,30min,TF-Abundance,,,0.679832875
AT3G28730,,regulates,AT1G16130,,30min,TF-Abundance,,,0.690850559
AT3G28730,,regulates,AT1G71692,,30min,TF-Abundance,,,0.677245139
AT3G28730,,regulates,AT2G31070,,30min,TF-Abundance,,,0.674530908
AT3G28730,,regulates,AT2G39900,,30min,TF-Abundance,,,0.711222337
AT3G28730,,regulates,AT3G17609,,30min,TF-Abundance,,,0.801349824
AT3G28730,,regulates,AT4G17230,,30min,TF-Abundance,,,0.706607718
AT3G28730,,regulates,AT5G56900,,30min,TF-Abundance,,,0.759207847
AT3G42790,,regulates,AT1G09770,,30min,TF-Abundance,,,0.680816871
AT3G42790,,regulates,AT1G14440,,30min,TF-Abundance,,,0.717250516
AT3G42790,,regulates,AT1G53080,,30min,TF-Abundance,,,0.68926974
AT3G42790,,regulates,AT1G57990,,30min,TF-Abundance,,,0.723039208
AT3G42790,,regulates,AT2G46225,,30min,TF-Abundance,,,0.715022489
AT3G42790,,regulates,AT3G11100,,30min,TF-Abundance,,,0.824561159
AT3G42790,,regulates,AT3G47620,,30min,TF-Abundance,,,0.723103982
AT3G42790,,regulates,AT4G28730,,30min,TF-Abundance,,,0.693128224
AT3G42790,,regulates,AT5G10030,,30min,TF-Abundance,,,0.7847853
AT3G46600,,regulates,AT3G47620,,30min,TF-Abundance,,,0.714092298
AT3G46600,,regulates,AT5G56900,,30min,TF-Abundance,,,0.67686651
AT3G47620,,regulates,AT1G13260,,30min,TF-Abundance,,,0.727729766
AT3G47620,,regulates,AT2G41900,,30min,TF-Abundance,,,0.726429473
AT3G47620,,regulates,AT2G44450,,30min,TF-Abundance,,,0.731897074
AT3G47620,,regulates,AT4G35310,,30min,TF-Abundance,,,0.72905054
AT3G47620,,regulates,AT5G18550,,30min,TF-Abundance,,,0.678178035
AT3G48590,,regulates,AT1G53430,,30min,TF-Abundance,,,0.724299241
AT3G48590,,regulates,AT1G71692,,30min,TF-Abundance,,,0.718676434
AT3G48590,,regulates,AT4G14342,,30min,TF-Abundance,,,0.753465127
AT3G48590,,regulates,AT5G54600,,30min,TF-Abundance,,,0.751626513
AT4G25210,,regulates,AT1G26220,,30min,TF-Abundance,,,0.77434376
AT4G25210,,regulates,AT1G33040,,30min,TF-Abundance,,,0.656057498
AT4G25210,,regulates,AT1G69030,,30min,TF-Abundance,,,0.709392283
AT4G25210,,regulates,AT1G69580,,30min,TF-Abundance,,,0.725442337
AT4G25210,,regulates,AT1G78060,,30min,TF-Abundance,,,0.803824272
AT4G25210,,regulates,AT2G18690,,30min,TF-Abundance,,,0.835153684
AT4G25210,,regulates,AT3G17390,,30min,TF-Abundance,,,1
AT4G25210,,regulates,AT3G23300,,30min,TF-Abundance,,,0.639231439
AT4G25210,,regulates,AT3G27010,,30min,TF-Abundance,,,0.614486508
AT4G25210,,regulates,AT3G56150,,30min,TF-Abundance,,,0.786795828
AT4G25210,,regulates,AT3G61630,,30min,TF-Abundance,,,0.579135018
AT5G04940,,regulates,AT2G18020,,30min,TF-Abundance,,,0.529450045
AT5G04940,,regulates,AT2G39080,,30min,TF-Abundance,,,0.399459603
AT5G04940,,regulates,AT2G43030,,30min,TF-Abundance,,,0.439541817
AT5G04940,,regulates,AT2G43750,,30min,TF-Abundance,,,0.448180932
AT5G04940,,regulates,AT3G25660,,30min,TF-Abundance,,,0.455173922
AT5G04940,,regulates,AT3G62530,,30min,TF-Abundance,,,0.451236589
AT5G04940,,regulates,AT4G27760,,30min,TF-Abundance,,,0.406921991
AT5G04940,,regulates,AT5G50250,,30min,TF-Abundance,,,0.50933568
AT5G04940,,regulates,AT5G53580,,30min,TF-Abundance,,,0.44003348
AT5G04940,,regulates,AT5G60160,,30min,TF-Abundance,,,0.484122945
AT5G06110,,regulates,AT1G16880,,30min,TF-Abundance,,,0.813824587
AT5G06110,,regulates,AT2G28550,,30min,TF-Abundance,,,0.70108715
AT5G06110,,regulates,AT4G28730,,30min,TF-Abundance,,,0.707498318
AT5G06110,,regulates,AT4G32920,,30min,TF-Abundance,,,0.71383459
AT5G10030,,regulates,AT2G28550,,30min,TF-Abundance,,,0.709640486
AT5G10030,,regulates,AT2G39900,,30min,TF-Abundance,,,0.697060099
AT5G10030,,regulates,AT2G44450,,30min,TF-Abundance,,,0.681900476
AT5G10030,,regulates,AT4G28730,,30min,TF-Abundance,,,0.679937161
AT5G10030,,regulates,AT5G56900,,30min,TF-Abundance,,,0.697228637
AT5G16820,,regulates,AT1G08320,,30min,TF-Abundance,,,0.717908096
AT5G16820,,regulates,AT1G49500,,30min,TF-Abundance,,,0.722702256
AT5G16820,,regulates,AT1G64230,,30min,TF-Abundance,,,0.738518601
AT5G16820,,regulates,AT2G22122,,30min,TF-Abundance,,,0.787917355
AT5G16820,,regulates,AT4G05150,,30min,TF-Abundance,,,0.717953258
AT5G16820,,regulates,AT4G07825,,30min,TF-Abundance,,,0.721823171
AT5G16820,,regulates,AT4G19410,,30min,TF-Abundance,,,0.717921185
AT5G16820,,regulates,AT4G39070,,30min,TF-Abundance,,,0.945139613
AT5G16820,,regulates,AT5G14910,,30min,TF-Abundance,,,0.712920121
AT5G18550,,regulates,AT1G71692,,30min,TF-Abundance,,,0.680127017
AT5G18550,,regulates,AT3G17609,,30min,TF-Abundance,,,0.684033497
AT5G47390,,regulates,AT1G57990,,30min,TF-Abundance,,,0.679535432
AT5G47390,,regulates,AT4G01010,,30min,TF-Abundance,,,0.68236002
AT5G47390,,regulates,AT4G17520,,30min,TF-Abundance,,,0.68463135
AT5G47390,,regulates,AT4G32920,,30min,TF-Abundance,,,0.679816872
AT5G56900,,regulates,AT1G01260,,30min,TF-Abundance,,,0.680676795
AT5G56900,,regulates,AT1G16130,,30min,TF-Abundance,,,0.703437347
AT5G56900,,regulates,AT2G28550,,30min,TF-Abundance,,,0.689977375
AT5G56900,,regulates,AT2G39900,,30min,TF-Abundance,,,0.753290113
AT5G56900,,regulates,AT3G48590,,30min,TF-Abundance,,,0.737172874
AT5G56900,,regulates,AT4G14342,,30min,TF-Abundance,,,0.73274292
AT5G56900,,regulates,AT5G54600,,30min,TF-Abundance,,,0.784524682
AT5G60410,,regulates,AT1G49340,,30min,TF-Abundance,,,0.677594798
AT5G60410,,regulates,AT3G63160,,30min,TF-Abundance,,,0.684554334
AT5G60410,,regulates,AT4G15940,,30min,TF-Abundance,,,0.684666718
AT5G60410,,regulates,AT4G30960,,30min,TF-Abundance,,,0.741141474
AT5G63260,,regulates,AT4G22260,,30min,TF-Abundance,,,0.731170827
AT5G63260,,regulates,AT4G22305,,30min,TF-Abundance,,,0.697780808
AT5G63260,,regulates,AT5G45500,,30min,TF-Abundance,,,0.690744954
AT1G08970,,regulates,AT4G36850,,1hr,TF-Abundance,,,0.913556461
AT1G08970,,regulates,AT5G11070,,1hr,TF-Abundance,,,0.811248329
AT1G08970,,regulates,AT5G23340,,1hr,TF-Abundance,,,0.722810464
AT1G14440,,regulates,AT1G07770,,1hr,TF-Abundance,,,0.661609432
AT1G14440,,regulates,AT1G69310,,1hr,TF-Abundance,,,0.576940848
AT1G14440,,regulates,AT2G30620,,1hr,TF-Abundance,,,0.660328146
AT1G14440,,regulates,AT2G44640,,1hr,TF-Abundance,,,0.551205416
AT1G14440,,regulates,AT3G62290,,1hr,TF-Abundance,,,0.719891126
AT1G14440,,regulates,AT3G62700,,1hr,TF-Abundance,,,0.658348686
AT1G14440,,regulates,AT4G30910,,1hr,TF-Abundance,,,0.585288773
AT1G43700,,regulates,AT5G12850,,1hr,TF-Abundance,,,0.40097636
AT1G43700,,regulates,AT5G51980,,1hr,TF-Abundance,,,1
AT1G54060,,regulates,AT1G31330,,1hr,TF-Abundance,,,0.641200689
AT1G69310,,regulates,AT3G11510,,1hr,TF-Abundance,,,0.598144376
AT1G69310,,regulates,AT4G17230,,1hr,TF-Abundance,,,0.585437912
AT1G69310,,regulates,AT4G24490,,1hr,TF-Abundance,,,0.657949891
AT1G69310,,regulates,AT5G60850,,1hr,TF-Abundance,,,0.810382431
AT1G76110,,regulates,AT1G69310,,1hr,TF-Abundance,,,0.610946899
AT1G76110,,regulates,AT2G11520,,1hr,TF-Abundance,,,0.561365455
AT1G76110,,regulates,AT2G41820,,1hr,TF-Abundance,,,0.702307045
AT1G76110,,regulates,AT4G17230,,1hr,TF-Abundance,,,0.648027173
AT1G76110,,regulates,AT5G60850,,1hr,TF-Abundance,,,0.5584202
AT2G17410,,regulates,AT1G70000,,1hr,TF-Abundance,,,0.709545875
AT2G21530,,regulates,AT1G69310,,1hr,TF-Abundance,,,0.695912319
AT2G21530,,regulates,AT1G78100,,1hr,TF-Abundance,,,0.57508729
AT2G21530,,regulates,AT2G41820,,1hr,TF-Abundance,,,0.614401353
AT2G30470,,regulates,AT1G69570,,1hr,TF-Abundance,,,0.643695718
AT2G39900,,regulates,AT5G66210,,1hr,TF-Abundance,,,0.662533572
AT2G47900,,regulates,AT5G66210,,1hr,TF-Abundance,,,0.584113013
AT3G28920,,regulates,AT1G43900,,1hr,TF-Abundance,,,0.840557683
AT3G28920,,regulates,AT1G57660,,1hr,TF-Abundance,,,0.893835655
AT3G28920,,regulates,AT2G36580,,1hr,TF-Abundance,,,0.822139913
AT3G28920,,regulates,AT3G16050,,1hr,TF-Abundance,,,0.865660989
AT3G28920,,regulates,AT3G28900,,1hr,TF-Abundance,,,0.889292203
AT3G28920,,regulates,AT3G52380,,1hr,TF-Abundance,,,0.894951428
AT3G28920,,regulates,AT3G58700,,1hr,TF-Abundance,,,0.906308833
AT3G28920,,regulates,AT4G24190,,1hr,TF-Abundance,,,0.842240069
AT3G28920,,regulates,AT4G24805,,1hr,TF-Abundance,,,0.904936155
AT3G28920,,regulates,AT5G17170,,1hr,TF-Abundance,,,0.883150279
AT3G44750,,regulates,AT1G04480,,1hr,TF-Abundance,,,0.555929674
AT3G44750,,regulates,AT1G07670,,1hr,TF-Abundance,,,0.642437397
AT3G44750,,regulates,AT1G56045,,1hr,TF-Abundance,,,0.545524658
AT3G44750,,regulates,AT1G69420,,1hr,TF-Abundance,,,0.525793422
AT3G44750,,regulates,AT2G24762,,1hr,TF-Abundance,,,0.724387817
AT3G44750,,regulates,AT3G02230,,1hr,TF-Abundance,,,0.503611715
AT3G44750,,regulates,AT3G12965,,1hr,TF-Abundance,,,0.661251472
AT3G44750,,regulates,AT3G18130,,1hr,TF-Abundance,,,1
AT3G44750,,regulates,AT3G57490,,1hr,TF-Abundance,,,0.729377668
AT3G44750,,regulates,AT4G12520,,1hr,TF-Abundance,,,0.815756833
AT3G44750,,regulates,AT4G26320,,1hr,TF-Abundance,,,0.564529739
AT3G44750,,regulates,AT4G39320,,1hr,TF-Abundance,,,0.984564134
AT3G44750,,regulates,AT5G48580,,1hr,TF-Abundance,,,0.723313442
AT3G44750,,regulates,AT5G58420,,1hr,TF-Abundance,,,0.609986779
AT3G44750,,regulates,AT5G61170,,1hr,TF-Abundance,,,0.597458292
AT3G44750,,regulates,AT5G62440,,1hr,TF-Abundance,,,0.583028383
AT3G53370,,regulates,AT4G40030,,1hr,TF-Abundance,,,0.788249241
AT3G53370,,regulates,AT5G65220,,1hr,TF-Abundance,,,0.636089297
AT4G00270,,regulates,AT1G12380,,1hr,TF-Abundance,,,0.625536396
AT4G00270,,regulates,AT1G68410,,1hr,TF-Abundance,,,0.785661061
AT4G00270,,regulates,AT2G20142,,1hr,TF-Abundance,,,0.686897446
AT4G00270,,regulates,AT3G51970,,1hr,TF-Abundance,,,0.679340617
AT4G00270,,regulates,AT4G08500,,1hr,TF-Abundance,,,0.59191354
AT4G00270,,regulates,AT4G32280,,1hr,TF-Abundance,,,0.715930391
AT4G00270,,regulates,AT5G19760,,1hr,TF-Abundance,,,0.65594369
AT4G30935,,regulates,AT3G23030,,1hr,TF-Abundance,,,1
AT4G36870,,regulates,AT1G28440,,1hr,TF-Abundance,,,0.646393252
AT4G36870,,regulates,AT1G68550,,1hr,TF-Abundance,,,0.792366223
AT4G36870,,regulates,AT3G09270,,1hr,TF-Abundance,,,0.828276626
AT4G36870,,regulates,AT4G23750,,1hr,TF-Abundance,,,0.8190073
AT4G36870,,regulates,AT5G10980,,1hr,TF-Abundance,,,0.649370662
AT4G36870,,regulates,AT5G28060,,1hr,TF-Abundance,,,0.650234641
AT4G36870,,regulates,AT5G54660,,1hr,TF-Abundance,,,0.699706713
AT4G36870,,regulates,AT5G61600,,1hr,TF-Abundance,,,0.691191649
AT5G08330,,regulates,AT1G06475,,1hr,TF-Abundance,,,0.749925204
AT5G08330,,regulates,AT1G15760,,1hr,TF-Abundance,,,0.99138879
AT5G08330,,regulates,AT1G21910,,1hr,TF-Abundance,,,0.769574891
AT5G08330,,regulates,AT1G53830,,1hr,TF-Abundance,,,0.990040916
AT5G08330,,regulates,AT1G66090,,1hr,TF-Abundance,,,1
AT5G08330,,regulates,AT1G72910,,1hr,TF-Abundance,,,0.700995007
AT5G08330,,regulates,AT2G01180,,1hr,TF-Abundance,,,0.928777354
AT5G08330,,regulates,AT3G04640,,1hr,TF-Abundance,,,0.786095518
AT5G08330,,regulates,AT3G06020,,1hr,TF-Abundance,,,0.746755639
AT5G08330,,regulates,AT3G15518,,1hr,TF-Abundance,,,0.818759893
AT5G08330,,regulates,AT3G54810,,1hr,TF-Abundance,,,0.719863338
AT5G08330,,regulates,AT5G52750,,1hr,TF-Abundance,,,0.954009975
AT5G12850,,regulates,AT1G04240,,1hr,TF-Abundance,,,0.656507287
AT5G12850,,regulates,AT1G43700,,1hr,TF-Abundance,,,0.82814941
AT5G12850,,regulates,AT1G69570,,1hr,TF-Abundance,,,0.539604655
AT5G12850,,regulates,AT1G75450,,1hr,TF-Abundance,,,0.943156671
AT5G12850,,regulates,AT3G23030,,1hr,TF-Abundance,,,0.684076799
AT5G12850,,regulates,AT5G49330,,1hr,TF-Abundance,,,0.535892521
AT5G12850,,regulates,AT5G51980,,1hr,TF-Abundance,,,0.677920916
AT5G47390,,regulates,AT1G69310,,1hr,TF-Abundance,,,0.557014875
AT5G47390,,regulates,AT1G78100,,1hr,TF-Abundance,,,0.60243966
AT5G47390,,regulates,AT2G47380,,1hr,TF-Abundance,,,0.550270928
AT5G51980,,regulates,AT1G04240,,1hr,TF-Abundance,,,0.669571343
AT5G51980,,regulates,AT1G43700,,1hr,TF-Abundance,,,0.850742788
AT5G51980,,regulates,AT1G69570,,1hr,TF-Abundance,,,0.558937946
AT5G51980,,regulates,AT1G75450,,1hr,TF-Abundance,,,0.987768707
AT5G51980,,regulates,AT3G23030,,1hr,TF-Abundance,,,0.633434907
AT5G51980,,regulates,AT5G12850,,1hr,TF-Abundance,,,0.267945523
AT5G62000,,regulates,AT2G41380,,1hr,TF-Abundance,,,0.950927876
AT5G62000,,regulates,AT5G03670,,1hr,TF-Abundance,,,0.99348793
AT5G62000,,regulates,AT5G64660,,1hr,TF-Abundance,,,0.856223484
AT1G14440,,regulates,AT4G28310,,2hr,TF-Abundance,,,0.571636896
AT1G14440,,regulates,AT5G47390,,2hr,TF-Abundance,,,1
AT1G14510,,regulates,AT1G04240,,2hr,TF-Abundance,,,0.567383152
AT1G14510,,regulates,AT1G16130,,2hr,TF-Abundance,,,0.825102657
AT1G14510,,regulates,AT1G18870,,2hr,TF-Abundance,,,0.812098069
AT1G14510,,regulates,AT1G19020,,2hr,TF-Abundance,,,0.783878156
AT1G14510,,regulates,AT1G69310,,2hr,TF-Abundance,,,0.787408729
AT1G14510,,regulates,AT1G69570,,2hr,TF-Abundance,,,0.545308765
AT1G14510,,regulates,AT1G75390,,2hr,TF-Abundance,,,0.560271541
AT1G14510,,regulates,AT3G23030,,2hr,TF-Abundance,,,0.56977357
AT1G14510,,regulates,AT4G04745,,2hr,TF-Abundance,,,0.837598359
AT1G14510,,regulates,AT5G24030,,2hr,TF-Abundance,,,0.792172803
AT1G33240,,regulates,AT5G14930,,2hr,TF-Abundance,,,0.758782685
AT1G62300,,regulates,AT1G13250,,2hr,TF-Abundance,,,0.720083119
AT1G62300,,regulates,AT1G22810,,2hr,TF-Abundance,,,0.587232947
