"AverageShortestPathLength","BetweennessCentrality","ClosenessCentrality","ClusteringCoefficient","Eccentricity","EdgeCount","Indegree","IsSingleNode","name","NeighborhoodConnectivity","Outdegree","PartnerOfMultiEdgedNodePairs","selected","SelfLoops","shared name","Stress"
"0.0","0.0","0.0","0.0","0","5","5","false","AT5G14910","50.8","0","0","false","0","AT5G14910","0"
"3.6482139126801756","9.481489952221924","0.27410673385249656","0.025510204081632654","7","59","15","false","KUA1","18.448979591836736","44","10","false","0","AT5G47390","986796543"
"0.0","0.0","0.0","0.0","0","2","2","false","CNGC13","26.0","0","0","false","0","AT4G01010","0"
"0.0","0.0","0.0","0.0","0","1","1","false","RGGB","49.0","0","0","false","0","AT4G17520","0"
"1.0","0.0","1.0","0.0","1","4","0","false","ATSIZ1","3.75","4","0","false","0","AT5G60410","0"
"0.0","0.0","0.0","0.3333333333333333","0","4","4","false","PI4KA1","26.5","0","0","false","0","AT1G49340","0"
"0.0","0.0","0.0","0.16666666666666666","0","4","4","false","AT3G63160","47.25","0","0","false","0","AT3G63160","0"
"0.0","0.0","0.0","0.1","0","5","5","false","AT4G15940","44.8","0","0","false","0","AT4G15940","0"
"0.0","0.0","0.0","0.0","0","2","2","false","CIPK6","45.0","0","0","false","0","AT4G30960","0"
"1.0","0.1898241682756881","1.0","0.0","1","8","1","false","AT5G63260","4.625","7","0","false","0","AT5G63260","17304929"
"0.0","0.0","0.0","0.2","0","5","5","false","AOX4","64.4","0","0","false","0","AT4G22260","0"
"0.0","0.0","0.0","0.0","0","1","1","false","SOBER1","8.0","0","0","false","0","AT4G22305","0"
"0.0","0.0","0.0","0.3333333333333333","0","3","3","false","AT5G45500","86.33333333333333","0","0","false","0","AT5G45500","0"
"1.0","0.0","1.0","0.0","1","3","0","false","NFYC9","4.333333333333333","3","0","false","0","AT1G08970","0"
"0.0","0.0","0.0","0.0","0","1","1","false","AT4G36850","3.0","0","0","false","0","AT4G36850","0"
"0.0","0.0","0.0","0.25","0","4","4","false","AT5G11070","39.25","0","0","false","0","AT5G11070","0"
"0.0","0.0","0.0","0.14285714285714285","0","8","8","false","AT5G23340","56.0","0","0","false","0","AT5G23340","0"
"0.0","0.0","0.0","0.0","0","1","1","false","RPS15AF","17.0","0","0","false","0","AT1G07770","0"
"4.456026739085022","1.5181476285846887","0.2244151704092635","0.03538461538461538","8","27","10","false","WRKY57","10.576923076923077","17","1","false","0","AT1G69310","162694522"
"0.0","0.0","0.0","0.0","0","2","2","false","AT2G30620","34.5","0","0","false","0","AT2G30620","0"
"0.0","0.0","0.0","0.0","0","1","1","false","AT2G44640","17.0","0","0","false","0","AT2G44640","0"
"0.0","0.0","0.0","0.0","0","1","1","false","ARFA1E","17.0","0","0","false","0","AT3G62290","0"
"0.0","0.0","0.0","0.3333333333333333","0","4","4","false","ABCC14","77.5","0","0","false","0","AT3G62700","0"
"0.0","0.0","0.0","0.0","0","1","1","false","AT4G30910","17.0","0","0","false","0","AT4G30910","0"
"4.5761437225819925","0.0","0.21852460513101435","1.0","8","4","2","false","VIP1","15.0","2","2","false","0","AT1G43700","0"
"3.604762899519532","1.1691695653685308","0.27741075567918405","0.054945054945054944","7","16","5","false","AT5G12850","41.714285714285715","11","2","false","0","AT5G12850","157200710"
"3.6446626279506997","0.3852420357070769","0.2743738178483407","0.09166666666666666","8","18","2","false","AT5G51980","29.625","16","2","false","0","AT5G51980","63619767"
"1.0","0.08825907328868356","1.0","0.0","1","4","1","false","ASIL1","9.5","3","0","false","0","AT1G54060","9107983"
"0.0","0.0","0.0","0.0","0","1","1","false","PSAF","4.0","0","0","false","0","AT1G31330","0"
"0.0","0.0","0.0","0.0","0","1","1","false","RPS14B","26.0","0","0","false","0","AT3G11510","0"
"0.0","0.0","0.0","0.0","0","3","3","false","RGTA1","47.666666666666664","0","0","false","0","AT4G24490","0"
"1.0","0.042587506994275104","1.0","0.16666666666666666","1","3","2","false","DOF5.4","13.0","1","0","false","0","AT5G60850","3983465"
"4.567878028404344","0.0","0.21892003109139957","0.030303030303030304","8","12","0","false","HMGB9","9.5","12","0","false","0","AT1G76110","0"
"0.0","0.0","0.0","0.0","0","2","2","false","CRCK3","33.5","0","0","false","0","AT2G11520","0"
"0.0","0.0","0.0","0.16666666666666666","0","4","4","false","PXC3","43.75","0","0","false","0","AT2G41820","0"
"4.916440359306455","0.03928672377432095","0.2033991926917357","0.05","9","5","1","false","ARID3","17.8","4","0","false","0","AT2G17410","3945397"
"1.0","0.049176739899044274","1.0","0.023809523809523808","1","7","4","false","AT1G70000","9.857142857142858","3","0","false","0","AT1G70000","3673044"
"0.0","0.0","0.0","0.0","0","3","3","false","AT1G78100","32.0","0","0","false","0","AT1G78100","0"
"4.538477580813347","0.0","0.22033820420917197","0.0","8","9","0","false","VAL1","9.333333333333334","9","0","false","0","AT2G30470","0"
"3.5510758303739296","6.451770676708117","0.28160480028236956","0.017959183673469388","7","58","13","false","CDF5","14.48","45","8","false","0","AT1G69570","677865105"
"0.0","0.0","0.0","0.16666666666666666","0","3","3","false","CPK28","18.333333333333332","0","0","false","0","AT5G66210","0"
"1.0","1.0586371146626399","1.0","0.012156448202959831","1","45","15","false","ZHD9","20.65909090909091","30","1","false","0","AT3G28920","81324671"
"0.0","0.0","0.0","0.0","0","1","1","false","AT1G43900","44.0","0","0","false","0","AT1G43900","0"
