GeneID,dataset
AT2G28940,DF1_targets
AT2G28950,DF1_targets
AT2G28970,DF1_targets
AT2G29050,DF1_targets
AT2G29090,DF1_targets
AT2G29120,DF1_targets
AT2G29125,DF1_targets
AT2G29140,DF1_targets
AT2G29400,DF1_targets
AT2G29510,DF1_targets
AT2G29560,DF1_targets
AT2G29660,DF1_targets
AT2G29760,DF1_targets
AT2G29990,DF1_targets
AT2G30010,DF1_targets
AT2G30000,DF1_targets
AT2G30040,DF1_targets
AT2G30230,DF1_targets
AT2G30310,DF1_targets
AT2G30362,DF1_targets
AT2G30350,DF1_targets
AT2G30440,DF1_targets
AT2G30480,DF1_targets
AT2G30490,DF1_targets
AT2G30500,DF1_targets
AT2G30530,DF1_targets
AT2G30550,DF1_targets
AT2G30560,DF1_targets
AT2G30580,DF1_targets
AT2G30660,DF1_targets
AT2G30700,DF1_targets
AT2G30730,DF1_targets
AT2G30750,DF1_targets
AT2G30760,DF1_targets
AT2G30780,DF1_targets
AT2G30860,DF1_targets
AT2G30985,DF1_targets
AT2G31005,DF1_targets
AT2G31020,DF1_targets
AT2G31030,DF1_targets
AT2G31081,DF1_targets
AT2G31140,DF1_targets
AT2G31170,DF1_targets
AT2G31220,DF1_targets
AT2G31270,DF1_targets
AT2G31350,DF1_targets
AT2G31370,DF1_targets
AT2G31390,DF1_targets
AT2G31425,DF1_targets
AT2G31430,DF1_targets
AT2G31460,DF1_targets
AT2G31660,DF1_targets
AT2G31725,DF1_targets
AT2G31760,DF1_targets
AT2G31810,DF1_targets
AT2G31820,DF1_targets
AT2G31940,DF1_targets
AT2G31957,DF1_targets
AT2G32040,DF1_targets
AT2G32090,DF1_targets
AT2G32110,DF1_targets
AT2G32150,DF1_targets
AT2G32160,DF1_targets
AT2G32190,DF1_targets
AT2G32200,DF1_targets
AT2G32250,DF1_targets
AT2G32270,DF1_targets
AT2G32275,DF1_targets
AT2G32280,DF1_targets
AT2G32350,DF1_targets
AT2G32415,DF1_targets
AT2G32470,DF1_targets
AT2G32487,DF1_targets
AT2G32500,DF1_targets
AT2G32560,DF1_targets
AT2G32670,DF1_targets
AT2G32930,DF1_targets
AT2G32950,DF1_targets
AT2G32960,DF1_targets
AT2G32970,DF1_targets
AT2G33050,DF1_targets
AT2G33080,DF1_targets
AT2G33110,DF1_targets
AT2G33170,DF1_targets
AT2G33180,DF1_targets
AT2G33310,DF1_targets
AT2G33340,DF1_targets
AT2G33360,DF1_targets
AT2G33480,DF1_targets
AT2G33510,DF1_targets
AT2G33520,DF1_targets
AT2G33540,DF1_targets
AT2G33590,DF1_targets
AT2G33720,DF1_targets
AT2G33760,DF1_targets
AT2G33815,DF1_targets
AT2G33880,DF1_targets
AT2G34010,DF1_targets
AT2G34070,DF1_targets
AT2G34123,DF1_targets
AT2G34140,DF1_targets
AT2G34185,DF1_targets
AT2G34350,DF1_targets
AT2G34470,DF1_targets
AT2G34490,DF1_targets
AT2G34500,DF1_targets
AT2G34570,DF1_targets
AT2G34610,DF1_targets
AT2G34630,DF1_targets
AT2G34650,DF1_targets
AT2G34655,DF1_targets
AT2G34690,DF1_targets
AT2G34710,DF1_targets
AT2G34730,DF1_targets
AT2G34820,DF1_targets
AT2G34830,DF1_targets
AT2G34840,DF1_targets
AT2G34880,DF1_targets
AT2G35010,DF1_targets
AT2G35020,DF1_targets
AT2G35050,DF1_targets
AT2G35070,DF1_targets
AT2G35160,DF1_targets
AT2G35250,DF1_targets
AT2G35270,DF1_targets
AT2G35310,DF1_targets
AT2G35350,DF1_targets
AT2G35480,DF1_targets
AT2G35520,DF1_targets
AT2G35605,DF1_targets
AT2G35635,DF1_targets
AT2G35690,DF1_targets
AT2G35720,DF1_targets
AT2G35738,DF1_targets
AT2G35800,DF1_targets
AT2G35860,DF1_targets
AT2G35920,DF1_targets
AT2G35930,DF1_targets
AT2G35945,DF1_targets
AT2G35940,DF1_targets
AT2G35950,DF1_targets
AT2G36020,DF1_targets
AT2G36050,DF1_targets
AT2G36060,DF1_targets
AT2G36070,DF1_targets
AT2G36080,DF1_targets
AT2G36090,DF1_targets
AT2G36130,DF1_targets
AT2G36200,DF1_targets
AT2G36220,DF1_targets
AT2G36305,DF1_targets
AT2G36320,DF1_targets
AT2G36380,DF1_targets
AT2G36390,DF1_targets
AT2G36410,DF1_targets
AT2G36420,DF1_targets
AT2G36430,DF1_targets
AT2G36440,DF1_targets
AT2G36500,DF1_targets
AT2G36580,DF1_targets
AT2G36620,DF1_targets
AT2G36680,DF1_targets
AT2G36690,DF1_targets
AT2G36792,DF1_targets
AT2G36830,DF1_targets
AT2G36890,DF1_targets
AT2G36910,DF1_targets
AT2G36950,DF1_targets
AT2G36960,DF1_targets
AT2G37035,DF1_targets
AT2G37040,DF1_targets
AT2G37090,DF1_targets
AT2G37140,DF1_targets
AT2G37180,DF1_targets
AT2G37190,DF1_targets
AT2G37330,DF1_targets
AT2G37340,DF1_targets
AT2G37390,DF1_targets
AT2G37420,DF1_targets
AT2G37430,DF1_targets
AT2G37435,DF1_targets
AT2G37440,DF1_targets
AT2G37450,DF1_targets
AT2G37530,DF1_targets
AT2G37555,DF1_targets
AT2G37750,DF1_targets
AT2G37840,DF1_targets
AT2G38090,DF1_targets
AT2G38310,DF1_targets
AT2G38320,DF1_targets
AT2G38490,DF1_targets
AT2G38530,DF1_targets
AT2G38760,DF1_targets
AT2G38920,DF1_targets
AT2G38940,DF1_targets
AT2G38995,DF1_targets
AT2G39190,DF1_targets
AT2G39200,DF1_targets
AT2G39210,DF1_targets
AT2G39300,DF1_targets
AT2G39340,DF1_targets
AT2G39360,DF1_targets
AT2G39500,DF1_targets
AT2G39520,DF1_targets
AT2G39540,DF1_targets
AT2G39725,DF1_targets
AT2G39760,DF1_targets
AT2G39770,DF1_targets
AT2G39810,DF1_targets
AT2G39890,DF1_targets
AT2G39990,DF1_targets
AT2G40130,DF1_targets
AT2G40270,DF1_targets
AT2G40570,DF1_targets
AT2G40750,DF1_targets
AT2G40810,DF1_targets
AT2G40830,DF1_targets
AT2G40860,DF1_targets
AT2G40890,DF1_targets
AT2G41020,DF1_targets
AT2G41290,DF1_targets
AT2G41350,DF1_targets
AT2G41370,DF1_targets
AT2G41380,DF1_targets
AT2G41410,DF1_targets
AT2G41550,DF1_targets
AT2G41660,DF1_targets
AT2G41690,DF1_targets
AT2G41790,DF1_targets
AT2G41880,DF1_targets
AT2G41905,DF1_targets
AT2G41920,DF1_targets
AT2G41940,DF1_targets
AT2G42060,DF1_targets
AT2G42090,DF1_targets
AT2G42150,DF1_targets
AT2G42430,DF1_targets
AT2G42600,DF1_targets
AT2G42610,DF1_targets
AT2G42780,DF1_targets
AT2G42880,DF1_targets
AT2G42990,DF1_targets
AT2G43020,DF1_targets
AT2G43060,DF1_targets
AT2G43070,DF1_targets
AT2G43120,DF1_targets
AT2G43130,DF1_targets
AT2G43150,DF1_targets
AT2G43160,DF1_targets
AT2G43220,DF1_targets
AT2G43260,DF1_targets
AT2G43310,DF1_targets
AT2G43330,DF1_targets
AT2G43340,DF1_targets
AT2G43560,DF1_targets
AT2G43680,DF1_targets
AT2G43940,DF1_targets
AT2G44010,DF1_targets
AT2G44210,DF1_targets
AT2G44310,DF1_targets
AT2G44460,DF1_targets
AT2G44490,DF1_targets
AT2G44840,DF1_targets
AT2G44900,DF1_targets
AT2G44940,DF1_targets
AT2G45210,DF1_targets
AT2G45220,DF1_targets
AT2G45340,DF1_targets
AT2G45430,DF1_targets
AT2G45480,DF1_targets
AT2G45620,DF1_targets
AT2G45670,DF1_targets
AT2G45770,DF1_targets
AT2G45830,DF1_targets
AT2G45990,DF1_targets
AT2G46020,DF1_targets
AT2G46060,DF1_targets
AT2G46150,DF1_targets
AT2G46160,DF1_targets
AT2G46170,DF1_targets
AT2G46255,DF1_targets
AT2G46260,DF1_targets
AT2G46330,DF1_targets
AT2G46370,DF1_targets
AT2G46375,DF1_targets
AT2G46390,DF1_targets
AT2G46495,DF1_targets
AT2G46520,DF1_targets
AT2G46530,DF1_targets
AT2G46535,DF1_targets
AT2G46540,DF1_targets
AT2G46590,DF1_targets
AT2G46600,DF1_targets
AT2G46620,DF1_targets
AT2G46640,DF1_targets
AT2G46660,DF1_targets
AT2G46670,DF1_targets
AT2G46680,DF1_targets
AT2G46685,DF1_targets
AT2G46690,DF1_targets
AT2G46700,DF1_targets
AT2G46710,DF1_targets
AT2G46770,DF1_targets
AT2G46780,DF1_targets
AT2G46790,DF1_targets
AT2G46800,DF1_targets
AT2G46810,DF1_targets
AT2G46830,DF1_targets
AT2G46930,DF1_targets
AT2G46940,DF1_targets
AT2G47070,DF1_targets
AT2G47460,DF1_targets
AT2G47500,DF1_targets
AT2G47660,DF1_targets
AT2G47730,DF1_targets
AT2G47710,DF1_targets
AT2G48100,DF1_targets
AT3G01080,DF1_targets
AT3G01290,DF1_targets
AT3G01345,DF1_targets
AT3G01410,DF1_targets
AT3G01420,DF1_targets
AT3G01440,DF1_targets
AT3G01480,DF1_targets
AT3G01510,DF1_targets
AT3G01516,DF1_targets
AT3G01650,DF1_targets
AT3G01690,DF1_targets
AT3G01780,DF1_targets
AT3G01810,DF1_targets
AT3G01880,DF1_targets
AT3G01920,DF1_targets
AT3G01950,DF1_targets
AT3G01930,DF1_targets
AT3G02010,DF1_targets
AT3G02050,DF1_targets
AT3G02140,DF1_targets
AT3G02150,DF1_targets
AT3G02250,DF1_targets
AT3G02315,DF1_targets
AT3G02420,DF1_targets
AT3G02530,DF1_targets
AT3G02560,DF1_targets
AT3G02580,DF1_targets
AT3G02610,DF1_targets
AT3G02740,DF1_targets
AT3G02840,DF1_targets
AT3G02875,DF1_targets
AT3G02880,DF1_targets
AT3G02890,DF1_targets
AT3G02910,DF1_targets
AT3G02950,DF1_targets
AT3G03050,DF1_targets
AT3G03180,DF1_targets
AT3G03280,DF1_targets
AT3G03420,DF1_targets
AT3G03440,DF1_targets
AT3G03450,DF1_targets
AT3G03520,DF1_targets
AT3G03530,DF1_targets
AT3G03540,DF1_targets
AT3G03550,DF1_targets
AT3G03610,DF1_targets
AT3G03640,DF1_targets
AT3G03650,DF1_targets
AT3G03660,DF1_targets
AT3G03700,DF1_targets
AT3G03773,DF1_targets
AT3G03810,DF1_targets
AT3G03845,DF1_targets
AT3G03847,DF1_targets
AT3G03860,DF1_targets
AT3G03880,DF1_targets
AT3G03910,DF1_targets
AT3G03980,DF1_targets
AT3G04020,DF1_targets
AT3G04050,DF1_targets
AT3G04060,DF1_targets
AT3G04070,DF1_targets
AT3G04120,DF1_targets
AT3G04170,DF1_targets
AT3G04280,DF1_targets
AT3G04300,DF1_targets
AT3G04370,DF1_targets
AT3G04420,DF1_targets
AT3G04485,DF1_targets
AT3G04500,DF1_targets
AT3G04525,DF1_targets
AT3G04530,DF1_targets
AT3G04540,DF1_targets
AT3G04570,DF1_targets
AT3G04630,DF1_targets
AT3G04720,DF1_targets
AT3G04740,DF1_targets
AT3G04760,DF1_targets
AT3G04810,DF1_targets
AT3G04870,DF1_targets
AT3G04910,DF1_targets
AT3G04920,DF1_targets
AT3G04940,DF1_targets
AT3G04980,DF1_targets
AT3G05070,DF1_targets
AT3G05120,DF1_targets
AT3G05152,DF1_targets
AT3G05155,DF1_targets
AT3G05170,DF1_targets
AT3G05220,DF1_targets
AT3G05260,DF1_targets
AT3G05320,DF1_targets
AT3G05350,DF1_targets
AT3G05480,DF1_targets
AT3G05490,DF1_targets
AT3G05500,DF1_targets
AT3G05510,DF1_targets
AT3G05545,DF1_targets
AT3G05550,DF1_targets
AT3G05590,DF1_targets
AT3G05600,DF1_targets
AT3G05630,DF1_targets
AT3G05680,DF1_targets
AT3G05685,DF1_targets
AT3G05690,DF1_targets
AT3G05835,DF1_targets
AT3G05840,DF1_targets
AT3G05870,DF1_targets
AT3G05880,DF1_targets
AT3G05900,DF1_targets
AT3G05937,DF1_targets
AT3G05980,DF1_targets
AT3G06000,DF1_targets
AT3G06020,DF1_targets
AT3G06070,DF1_targets
AT3G06090,DF1_targets
AT3G06125,DF1_targets
AT3G06130,DF1_targets
AT3G06330,DF1_targets
AT3G06360,DF1_targets
AT3G06350,DF1_targets
AT3G06380,DF1_targets
AT3G06400,DF1_targets
AT3G06410,DF1_targets
AT3G06435,DF1_targets
AT3G06480,DF1_targets
AT3G06560,DF1_targets
AT3G06610,DF1_targets
AT3G06660,DF1_targets
AT3G06760,DF1_targets
AT3G07090,DF1_targets
AT3G07120,DF1_targets
AT3G07270,DF1_targets
AT3G07350,DF1_targets
AT3G07360,DF1_targets
AT3G07390,DF1_targets
AT3G07425,DF1_targets
AT3G07560,DF1_targets
AT3G07610,DF1_targets
AT3G07630,DF1_targets
AT3G07650,DF1_targets
AT3G07760,DF1_targets
AT3G07860,DF1_targets
AT3G07870,DF1_targets
AT3G07880,DF1_targets
AT3G07900,DF1_targets
AT3G07940,DF1_targets
AT3G07970,DF1_targets
AT3G07990,DF1_targets
AT3G08030,DF1_targets
AT3G08040,DF1_targets
AT3G08550,DF1_targets
AT3G08570,DF1_targets
AT3G08620,DF1_targets
AT3G08650,DF1_targets
AT3G08840,DF1_targets
AT3G08850,DF1_targets
AT3G08890,DF1_targets
AT3G09010,DF1_targets
AT3G09050,DF1_targets
AT3G09060,DF1_targets
AT3G09100,DF1_targets
AT3G09230,DF1_targets
AT3G09260,DF1_targets
AT3G09270,DF1_targets
AT3G09290,DF1_targets
AT3G09300,DF1_targets
AT3G09310,DF1_targets
AT3G09370,DF1_targets
AT3G09510,DF1_targets
AT3G09520,DF1_targets
AT3G09530,DF1_targets
AT3G09550,DF1_targets
AT3G09570,DF1_targets
AT3G09700,DF1_targets
AT3G09740,DF1_targets
AT3G09780,DF1_targets
AT3G09920,DF1_targets
AT3G09922,DF1_targets
AT3G09960,DF1_targets
AT3G09980,DF1_targets
AT3G09990,DF1_targets
AT3G10015,DF1_targets
AT3G10035,DF1_targets
AT3G10060,DF1_targets
AT3G10113,DF1_targets
AT3G10200,DF1_targets
AT3G10310,DF1_targets
AT3G10330,DF1_targets
AT3G10470,DF1_targets
AT3G10480,DF1_targets
AT3G10490,DF1_targets
AT3G10500,DF1_targets
AT3G10520,DF1_targets
AT3G10600,DF1_targets
AT3G10720,DF1_targets
AT3G10820,DF1_targets
AT3G10920,DF1_targets
AT3G10950,DF1_targets
AT3G10940,DF1_targets
AT3G10960,DF1_targets
AT3G10985,DF1_targets
AT3G11000,DF1_targets
AT3G11110,DF1_targets
AT3G11120,DF1_targets
AT3G11170,DF1_targets
AT3G11180,DF1_targets
AT3G11280,DF1_targets
AT3G11340,DF1_targets
AT3G11370,DF1_targets
AT3G11400,DF1_targets
AT3G11410,DF1_targets
AT3G11420,DF1_targets
AT3G11440,DF1_targets
AT3G11570,DF1_targets
AT3G11580,DF1_targets
AT3G11590,DF1_targets
AT3G11630,DF1_targets
AT3G11670,DF1_targets
AT3G11690,DF1_targets
AT3G11700,DF1_targets
AT3G11880,DF1_targets
AT3G11920,DF1_targets
AT3G11930,DF1_targets
AT3G11960,DF1_targets
AT3G12020,DF1_targets
AT3G12120,DF1_targets
AT3G12290,DF1_targets
AT3G12345,DF1_targets
AT3G12410,DF1_targets
AT3G12540,DF1_targets
AT3G12570,DF1_targets
AT3G12630,DF1_targets
AT3G12640,DF1_targets
AT3G12700,DF1_targets
AT3G12820,DF1_targets
AT3G12830,DF1_targets
AT3G12910,DF1_targets
AT3G12920,DF1_targets
AT3G12930,DF1_targets
AT3G12980,DF1_targets
AT3G13050,DF1_targets
AT3G13060,DF1_targets
AT3G13130,DF1_targets
AT3G13228,DF1_targets
AT3G13320,DF1_targets
AT3G13370,DF1_targets
AT3G13380,DF1_targets
AT3G13432,DF1_targets
AT3G13435,DF1_targets
AT3G13437,DF1_targets
AT3G13445,DF1_targets
AT3G13480,DF1_targets
AT3G13500,DF1_targets
AT3G13520,DF1_targets
AT3G13525,DF1_targets
AT3G13540,DF1_targets
AT3G13530,DF1_targets
AT3G13580,DF1_targets
AT3G13590,DF1_targets
AT3G13600,DF1_targets
AT3G13610,DF1_targets
AT3G13620,DF1_targets
AT3G13650,DF1_targets
AT3G13660,DF1_targets
AT3G13740,DF1_targets
AT3G13750,DF1_targets
AT3G13760,DF1_targets
AT3G13800,DF1_targets
AT3G13810,DF1_targets
AT3G13950,DF1_targets
AT3G14020,DF1_targets
AT3G14040,DF1_targets
AT3G14050,DF1_targets
AT3G14060,DF1_targets
AT3G14067,DF1_targets
AT3G14100,DF1_targets
AT3G14205,DF1_targets
AT3G14230,DF1_targets
AT3G14240,DF1_targets
AT3G14270,DF1_targets
AT3G14290,DF1_targets
AT3G14310,DF1_targets
AT3G14362,DF1_targets
AT3G14370,DF1_targets
AT3G14430,DF1_targets
AT3G14440,DF1_targets
AT3G14450,DF1_targets
AT3G14600,DF1_targets
AT3G14700,DF1_targets
AT3G14720,DF1_targets
AT3G14790,DF1_targets
AT3G14820,DF1_targets
AT3G14840,DF1_targets
AT3G14850,DF1_targets
AT3G14880,DF1_targets
AT3G14940,DF1_targets
AT3G14990,DF1_targets
AT3G15030,DF1_targets
AT3G15060,DF1_targets
AT3G15095,DF1_targets
AT3G15110,DF1_targets
AT3G15210,DF1_targets
AT3G15220,DF1_targets
AT3G15290,DF1_targets
AT3G15280,DF1_targets
AT3G15300,DF1_targets
AT3G15350,DF1_targets
AT3G15352,DF1_targets
AT3G15470,DF1_targets
AT3G15500,DF1_targets
AT3G15510,DF1_targets
AT3G15520,DF1_targets
AT3G15530,DF1_targets
AT3G15605,DF1_targets
AT3G15640,DF1_targets
AT3G15680,DF1_targets
AT3G15700,DF1_targets
AT3G15770,DF1_targets
AT3G15790,DF1_targets
AT3G15820,DF1_targets
AT3G15830,DF1_targets
AT3G15870,DF1_targets
AT3G15890,DF1_targets
AT3G15940,DF1_targets
AT3G15950,DF1_targets
AT3G15990,DF1_targets
AT3G16040,DF1_targets
AT3G16060,DF1_targets
AT3G16150,DF1_targets
AT3G16180,DF1_targets
AT3G16220,DF1_targets
AT3G16240,DF1_targets
AT3G16280,DF1_targets
AT3G16290,DF1_targets
AT3G16350,DF1_targets
AT3G16390,DF1_targets
AT3G16400,DF1_targets
AT3G16410,DF1_targets
AT3G16420,DF1_targets
AT3G16430,DF1_targets
AT3G16440,DF1_targets
AT3G16460,DF1_targets
AT3G16480,DF1_targets
AT3G16490,DF1_targets
AT3G16500,DF1_targets
AT3G16510,DF1_targets
AT3G16560,DF1_targets
AT3G16570,DF1_targets
AT3G16650,DF1_targets
AT3G16660,DF1_targets
AT3G16720,DF1_targets
AT3G16780,DF1_targets
AT3G16800,DF1_targets
AT3G16830,DF1_targets
AT3G16850,DF1_targets
AT3G16857,DF1_targets
AT3G17100,DF1_targets
AT3G17120,DF1_targets
AT3G17185,DF1_targets
AT3G17190,DF1_targets
AT3G17200,DF1_targets
AT3G17230,DF1_targets
AT3G17340,DF1_targets
AT3G17430,DF1_targets
AT3G17440,DF1_targets
AT3G17470,DF1_targets
AT3G17510,DF1_targets
AT3G17530,DF1_targets
AT3G17700,DF1_targets
AT3G17790,DF1_targets
AT3G17810,DF1_targets
AT3G17820,DF1_targets
AT3G17830,DF1_targets
AT3G17860,DF1_targets
AT3G17950,DF1_targets
AT3G17970,DF1_targets
AT3G18000,DF1_targets
AT3G18110,DF1_targets
AT3G18170,DF1_targets
AT3G18180,DF1_targets
AT3G18270,DF1_targets
AT3G18280,DF1_targets
AT3G18290,DF1_targets
AT3G18295,DF1_targets
AT3G18350,DF1_targets
AT3G18370,DF1_targets
AT3G18410,DF1_targets
AT3G18440,DF1_targets
AT3G18460,DF1_targets
AT3G18500,DF1_targets
AT3G18560,DF1_targets
AT3G18690,DF1_targets
AT3G18700,DF1_targets
AT3G18715,DF1_targets
AT3G18780,DF1_targets
AT3G18830,DF1_targets
AT3G18840,DF1_targets
AT3G18940,DF1_targets
AT3G18950,DF1_targets
AT3G18952,DF1_targets
AT3G18990,DF1_targets
AT3G19000,DF1_targets
AT3G19020,DF1_targets
AT3G19030,DF1_targets
AT3G19100,DF1_targets
AT3G19120,DF1_targets
AT3G19250,DF1_targets
AT3G19380,DF1_targets
AT3G19390,DF1_targets
AT3G19400,DF1_targets
AT3G19450,DF1_targets
AT3G19490,DF1_targets
AT3G19590,DF1_targets
AT3G19650,DF1_targets
AT3G19660,DF1_targets
AT3G19680,DF1_targets
AT3G19895,DF1_targets
AT3G19910,DF1_targets
AT3G19930,DF1_targets
AT3G19970,DF1_targets
AT3G20015,DF1_targets
AT3G20290,DF1_targets
AT3G20350,DF1_targets
AT3G20430,DF1_targets
AT3G20460,DF1_targets
AT3G20520,DF1_targets
AT3G20557,DF1_targets
AT3G20620,DF1_targets
AT3G20640,DF1_targets
AT3G20670,DF1_targets
AT3G20750,DF1_targets
AT3G20760,DF1_targets
AT3G20830,DF1_targets
AT3G20860,DF1_targets
AT3G20910,DF1_targets
AT3G20930,DF1_targets
AT3G21070,DF1_targets
AT3G21170,DF1_targets
AT3G21230,DF1_targets
AT3G21250,DF1_targets
AT3G21330,DF1_targets
AT3G21500,DF1_targets
AT3G21520,DF1_targets
AT3G21560,DF1_targets
AT3G21570,DF1_targets
AT3G21600,DF1_targets
AT3G21610,DF1_targets
AT3G21620,DF1_targets
AT3G21670,DF1_targets
AT3G21680,DF1_targets
AT3G21690,DF1_targets
AT3G21700,DF1_targets
AT3G21710,DF1_targets
AT3G21770,DF1_targets
AT3G21880,DF1_targets
AT3G21890,DF1_targets
AT3G21900,DF1_targets
AT3G22050,DF1_targets
AT3G22160,DF1_targets
AT3G22210,DF1_targets
AT3G22250,DF1_targets
AT3G22290,DF1_targets
AT3G22370,DF1_targets
AT3G22380,DF1_targets
AT3G22400,DF1_targets
AT3G22415,DF1_targets
AT3G22420,DF1_targets
AT3G22530,DF1_targets
AT3G22720,DF1_targets
AT3G22750,DF1_targets
AT3G22790,DF1_targets
AT3G22810,DF1_targets
AT3G22830,DF1_targets
AT3G22845,DF1_targets
AT3G22886,DF1_targets
AT3G22890,DF1_targets
AT3G22910,DF1_targets
AT3G22920,DF1_targets
AT3G22940,DF1_targets
AT3G22960,DF1_targets
AT3G22970,DF1_targets
AT3G22980,DF1_targets
AT3G23000,DF1_targets
AT3G23040,DF1_targets
AT3G23080,DF1_targets
AT3G23100,DF1_targets
AT3G23140,DF1_targets
AT3G23160,DF1_targets
AT3G23165,DF1_targets
AT3G23167,DF1_targets
AT3G23180,DF1_targets
AT3G23190,DF1_targets
AT3G23220,DF1_targets
AT3G23230,DF1_targets
AT3G23240,DF1_targets
AT3G23245,DF1_targets
AT3G23250,DF1_targets
AT3G23255,DF1_targets
AT3G23340,DF1_targets
AT3G23410,DF1_targets
AT3G23510,DF1_targets
AT3G23590,DF1_targets
AT3G23605,DF1_targets
AT3G23610,DF1_targets
AT3G23630,DF1_targets
AT3G23660,DF1_targets
AT3G23750,DF1_targets
AT3G23820,DF1_targets
AT3G23870,DF1_targets
AT3G23990,DF1_targets
AT3G24050,DF1_targets
AT3G24040,DF1_targets
AT3G24120,DF1_targets
AT3G24250,DF1_targets
AT3G24280,DF1_targets
AT3G24290,DF1_targets
AT3G24300,DF1_targets
AT3G24450,DF1_targets
AT3G24480,DF1_targets
AT3G24490,DF1_targets
AT3G24500,DF1_targets
AT3G24508,DF1_targets
AT3G24520,DF1_targets
AT3G24540,DF1_targets
AT3G24550,DF1_targets
AT3G24650,DF1_targets
AT3G24750,DF1_targets
AT3G24810,DF1_targets
AT3G24840,DF1_targets
AT3G25250,DF1_targets
AT3G25540,DF1_targets
AT3G25600,DF1_targets
AT3G25610,DF1_targets
AT3G25640,DF1_targets
AT3G25650,DF1_targets
AT3G25660,DF1_targets
AT3G25680,DF1_targets
AT3G25715,DF1_targets
AT3G25720,DF1_targets
AT3G25730,DF1_targets
AT3G25780,DF1_targets
AT3G25790,DF1_targets
AT3G25870,DF1_targets
AT3G25880,DF1_targets
AT3G25890,DF1_targets
AT3G25910,DF1_targets
AT3G25940,DF1_targets
AT3G26010,DF1_targets
AT3G26100,DF1_targets
AT3G26110,DF1_targets
AT3G26160,DF1_targets
AT3G26235,DF1_targets
AT3G26260,DF1_targets
AT3G26300,DF1_targets
AT3G26320,DF1_targets
AT3G26400,DF1_targets
AT3G26470,DF1_targets
AT3G26500,DF1_targets
AT3G26510,DF1_targets
AT3G26520,DF1_targets
AT3G26530,DF1_targets
AT3G26540,DF1_targets
AT3G26700,DF1_targets
AT3G26810,DF1_targets
AT3G26812,DF1_targets
AT3G26890,DF1_targets
AT3G26920,DF1_targets
AT3G26932,DF1_targets
AT3G26935,DF1_targets
AT3G26940,DF1_targets
AT3G27000,DF1_targets
AT3G27040,DF1_targets
AT3G27140,DF1_targets
AT3G27150,DF1_targets
AT3G27160,DF1_targets
AT3G27170,DF1_targets
AT3G27190,DF1_targets
AT3G27210,DF1_targets
AT3G27260,DF1_targets
AT3G27280,DF1_targets
AT3G27320,DF1_targets
AT3G27360,DF1_targets
AT3G27400,DF1_targets
AT3G27520,DF1_targets
AT3G27540,DF1_targets
AT3G27550,DF1_targets
AT3G27590,DF1_targets
AT3G27640,DF1_targets
AT3G27650,DF1_targets
AT3G27660,DF1_targets
AT3G27810,DF1_targets
AT3G27880,DF1_targets
AT3G27884,DF1_targets
AT3G27925,DF1_targets
AT3G27960,DF1_targets
AT3G27970,DF1_targets
AT3G28007,DF1_targets
AT3G28150,DF1_targets
AT3G28155,DF1_targets
AT3G28170,DF1_targets
AT3G28180,DF1_targets
AT3G28200,DF1_targets
AT3G28310,DF1_targets
AT3G28330,DF1_targets
AT3G28340,DF1_targets
AT3G28345,DF1_targets
AT3G28430,DF1_targets
AT3G28450,DF1_targets
AT3G28560,DF1_targets
AT3G28700,DF1_targets
AT3G28740,DF1_targets
AT3G28820,DF1_targets
AT3G28917,DF1_targets
AT3G28920,DF1_targets
AT3G28925,DF1_targets
AT3G29000,DF1_targets
AT3G29030,DF1_targets
AT3G29033,DF1_targets
AT3G29035,DF1_targets
AT3G29075,DF1_targets
AT3G29185,DF1_targets
AT3G29240,DF1_targets
AT3G29300,DF1_targets
AT3G29400,DF1_targets
AT3G29575,DF1_targets
AT3G29760,DF1_targets
AT3G29780,DF1_targets
AT3G30340,DF1_targets
AT3G30390,DF1_targets
AT3G30775,DF1_targets
AT3G32040,DF1_targets
AT3G32904,DF1_targets
AT3G42820,DF1_targets
AT3G42960,DF1_targets
AT3G43230,DF1_targets
AT3G43290,DF1_targets
AT3G43300,DF1_targets
AT3G43430,DF1_targets
AT3G43590,DF1_targets
AT3G43810,DF1_targets
AT3G43833,DF1_targets
AT3G44230,DF1_targets
AT3G44240,DF1_targets
AT3G44250,DF1_targets
AT3G44280,DF1_targets
AT3G44320,DF1_targets
AT3G44326,DF1_targets
AT3G44330,DF1_targets
AT3G44370,DF1_targets
AT3G44510,DF1_targets
AT3G44540,DF1_targets
AT3G44570,DF1_targets
AT3G44620,DF1_targets
AT3G44735,DF1_targets
AT3G44950,DF1_targets
AT3G44990,DF1_targets
AT3G45060,DF1_targets
AT3G45070,DF1_targets
AT3G45210,DF1_targets
AT3G45300,DF1_targets
AT3G45320,DF1_targets
AT3G45330,DF1_targets
AT3G45350,DF1_targets
AT3G45420,DF1_targets
AT3G45530,DF1_targets
AT3G45580,DF1_targets
AT3G45600,DF1_targets
AT3G45640,DF1_targets
AT3G45650,DF1_targets
AT3G45680,DF1_targets
AT3G45730,DF1_targets
AT3G45740,DF1_targets
AT3G45955,DF1_targets
AT3G45965,DF1_targets
AT3G45970,DF1_targets
AT3G45980,DF1_targets
AT3G46070,DF1_targets
AT3G46110,DF1_targets
AT3G46150,DF1_targets
AT3G46260,DF1_targets
AT3G46270,DF1_targets
