GeneID,dataset
AT1G10010,BES1_or_BZR1_target
AT1G10020,BES1_or_BZR1_target
AT1G10160,BES1_or_BZR1_target
AT1G10170,BES1_or_BZR1_target
AT1G10180,BES1_or_BZR1_target
AT1G10250,BES1_or_BZR1_target
AT1G10260,BES1_or_BZR1_target
AT1G10270,BES1_or_BZR1_target
AT1G10340,BES1_or_BZR1_target
AT1G10350,BES1_or_BZR1_target
AT1G10360,BES1_or_BZR1_target
AT1G10460,BES1_or_BZR1_target
AT1G10522,BES1_or_BZR1_target
AT1G10530,BES1_or_BZR1_target
AT1G10540,BES1_or_BZR1_target
AT1G10570,BES1_or_BZR1_target
AT1G10690,BES1_or_BZR1_target
AT1G10700,BES1_or_BZR1_target
AT1G10900,BES1_or_BZR1_target
AT1G10910,BES1_or_BZR1_target
AT1G10940,BES1_or_BZR1_target
AT1G10970,BES1_or_BZR1_target
AT1G11010,BES1_or_BZR1_target
AT1G11020,BES1_or_BZR1_target
AT1G11030,BES1_or_BZR1_target
AT1G11055,BES1_or_BZR1_target
AT1G11200,BES1_or_BZR1_target
AT1G11265,BES1_or_BZR1_target
AT1G11340,BES1_or_BZR1_target
AT1G11350,BES1_or_BZR1_target
AT1G11360,BES1_or_BZR1_target
AT1G11390,BES1_or_BZR1_target
AT1G11420,BES1_or_BZR1_target
AT1G11430,BES1_or_BZR1_target
AT1G11440,BES1_or_BZR1_target
AT1G11450,BES1_or_BZR1_target
AT1G11460,BES1_or_BZR1_target
AT1G11470,BES1_or_BZR1_target
AT1G11475,BES1_or_BZR1_target
AT1G11540,BES1_or_BZR1_target
AT1G11545,BES1_or_BZR1_target
AT1G11700,BES1_or_BZR1_target
AT1G11710,BES1_or_BZR1_target
AT1G11820,BES1_or_BZR1_target
AT1G11840,BES1_or_BZR1_target
AT1G12015,BES1_or_BZR1_target
AT1G12020,BES1_or_BZR1_target
AT1G12040,BES1_or_BZR1_target
AT1G12050,BES1_or_BZR1_target
AT1G12120,BES1_or_BZR1_target
AT1G12240,BES1_or_BZR1_target
AT1G12244,BES1_or_BZR1_target
AT1G12250,BES1_or_BZR1_target
AT1G12330,BES1_or_BZR1_target
AT1G12380,BES1_or_BZR1_target
AT1G12390,BES1_or_BZR1_target
AT1G12490,BES1_or_BZR1_target
AT1G12570,BES1_or_BZR1_target
AT1G12580,BES1_or_BZR1_target
AT1G12600,BES1_or_BZR1_target
AT1G12710,BES1_or_BZR1_target
AT1G12720,BES1_or_BZR1_target
AT1G12725,BES1_or_BZR1_target
AT1G12935,BES1_or_BZR1_target
AT1G12940,BES1_or_BZR1_target
AT1G13000,BES1_or_BZR1_target
AT1G13010,BES1_or_BZR1_target
AT1G13020,BES1_or_BZR1_target
AT1G13100,BES1_or_BZR1_target
AT1G13110,BES1_or_BZR1_target
AT1G13690,BES1_or_BZR1_target
AT1G13700,BES1_or_BZR1_target
AT1G13710,BES1_or_BZR1_target
AT1G13720,BES1_or_BZR1_target
AT1G13730,BES1_or_BZR1_target
AT1G13740,BES1_or_BZR1_target
AT1G13850,BES1_or_BZR1_target
AT1G13860,BES1_or_BZR1_target
AT1G13870,BES1_or_BZR1_target
AT1G13920,BES1_or_BZR1_target
AT1G13930,BES1_or_BZR1_target
AT1G14300,BES1_or_BZR1_target
AT1G14310,BES1_or_BZR1_target
AT1G14320,BES1_or_BZR1_target
AT1G14345,BES1_or_BZR1_target
AT1G14350,BES1_or_BZR1_target
AT1G14360,BES1_or_BZR1_target
AT1G14370,BES1_or_BZR1_target
AT1G14520,BES1_or_BZR1_target
AT1G14540,BES1_or_BZR1_target
AT1G14550,BES1_or_BZR1_target
AT1G14570,BES1_or_BZR1_target
AT1G14580,BES1_or_BZR1_target
AT1G14620,BES1_or_BZR1_target
AT1G14630,BES1_or_BZR1_target
AT1G14680,BES1_or_BZR1_target
AT1G14685,BES1_or_BZR1_target
AT1G14686,BES1_or_BZR1_target
AT1G14690,BES1_or_BZR1_target
AT1G14700,BES1_or_BZR1_target
AT1G14710,BES1_or_BZR1_target
AT1G14720,BES1_or_BZR1_target
AT1G14730,BES1_or_BZR1_target
AT1G14850,BES1_or_BZR1_target
AT1G14860,BES1_or_BZR1_target
AT1G14870,BES1_or_BZR1_target
AT1G14880,BES1_or_BZR1_target
AT1G14960,BES1_or_BZR1_target
AT1G14970,BES1_or_BZR1_target
AT1G14980,BES1_or_BZR1_target
AT1G15020,BES1_or_BZR1_target
AT1G15050,BES1_or_BZR1_target
AT1G15060,BES1_or_BZR1_target
AT1G15080,BES1_or_BZR1_target
AT1G15130,BES1_or_BZR1_target
AT1G15165,BES1_or_BZR1_target
AT1G15170,BES1_or_BZR1_target
AT1G15175,BES1_or_BZR1_target
AT1G15180,BES1_or_BZR1_target
AT1G15210,BES1_or_BZR1_target
AT1G15215,BES1_or_BZR1_target
AT1G15220,BES1_or_BZR1_target
AT1G15230,BES1_or_BZR1_target
AT1G15240,BES1_or_BZR1_target
AT1G15250,BES1_or_BZR1_target
AT1G15260,BES1_or_BZR1_target
AT1G15270,BES1_or_BZR1_target
AT1G15340,BES1_or_BZR1_target
AT1G15405,BES1_or_BZR1_target
AT1G15410,BES1_or_BZR1_target
AT1G15415,BES1_or_BZR1_target
AT1G15420,BES1_or_BZR1_target
AT1G15450,BES1_or_BZR1_target
AT1G15460,BES1_or_BZR1_target
AT1G15470,BES1_or_BZR1_target
AT1G15520,BES1_or_BZR1_target
AT1G15530,BES1_or_BZR1_target
AT1G15540,BES1_or_BZR1_target
AT1G15550,BES1_or_BZR1_target
AT1G15560,BES1_or_BZR1_target
AT1G15680,BES1_or_BZR1_target
AT1G15690,BES1_or_BZR1_target
AT1G15700,BES1_or_BZR1_target
AT1G15710,BES1_or_BZR1_target
AT1G15720,BES1_or_BZR1_target
AT1G15730,BES1_or_BZR1_target
AT1G15740,BES1_or_BZR1_target
AT1G15770,BES1_or_BZR1_target
AT1G15780,BES1_or_BZR1_target
AT1G15790,BES1_or_BZR1_target
AT1G15800,BES1_or_BZR1_target
AT1G15810,BES1_or_BZR1_target
AT1G15850,BES1_or_BZR1_target
AT1G15860,BES1_or_BZR1_target
AT1G15870,BES1_or_BZR1_target
AT1G15910,BES1_or_BZR1_target
AT1G15920,BES1_or_BZR1_target
AT1G15930,BES1_or_BZR1_target
AT1G16080,BES1_or_BZR1_target
AT1G16090,BES1_or_BZR1_target
AT1G16100,BES1_or_BZR1_target
AT1G16110,BES1_or_BZR1_target
AT1G16120,BES1_or_BZR1_target
AT1G16130,BES1_or_BZR1_target
AT1G16280,BES1_or_BZR1_target
AT1G16290,BES1_or_BZR1_target
AT1G16300,BES1_or_BZR1_target
AT1G16370,BES1_or_BZR1_target
AT1G16380,BES1_or_BZR1_target
AT1G16390,BES1_or_BZR1_target
AT1G16515,BES1_or_BZR1_target
AT1G16520,BES1_or_BZR1_target
AT1G16530,BES1_or_BZR1_target
AT1G16540,BES1_or_BZR1_target
AT1G16670,BES1_or_BZR1_target
AT1G16680,BES1_or_BZR1_target
AT1G16910,BES1_or_BZR1_target
AT1G16920,BES1_or_BZR1_target
AT1G17150,BES1_or_BZR1_target
AT1G17160,BES1_or_BZR1_target
AT1G17170,BES1_or_BZR1_target
AT1G17180,BES1_or_BZR1_target
AT1G17210,BES1_or_BZR1_target
AT1G17350,BES1_or_BZR1_target
AT1G17390,BES1_or_BZR1_target
AT1G17400,BES1_or_BZR1_target
AT1G17570,BES1_or_BZR1_target
AT1G17580,BES1_or_BZR1_target
AT1G17590,BES1_or_BZR1_target
AT1G17730,BES1_or_BZR1_target
AT1G17745,BES1_or_BZR1_target
AT1G17750,BES1_or_BZR1_target
AT1G18010,BES1_or_BZR1_target
AT1G18070,BES1_or_BZR1_target
AT1G18075,BES1_or_BZR1_target
AT1G18180,BES1_or_BZR1_target
AT1G18190,BES1_or_BZR1_target
AT1G18220,BES1_or_BZR1_target
AT1G18320,BES1_or_BZR1_target
AT1G18330,BES1_or_BZR1_target
AT1G18335,BES1_or_BZR1_target
AT1G18340,BES1_or_BZR1_target
AT1G18370,BES1_or_BZR1_target
AT1G18380,BES1_or_BZR1_target
AT1G18460,BES1_or_BZR1_target
AT1G18470,BES1_or_BZR1_target
AT1G18480,BES1_or_BZR1_target
AT1G18580,BES1_or_BZR1_target
AT1G18850,BES1_or_BZR1_target
AT1G18990,BES1_or_BZR1_target
AT1G19000,BES1_or_BZR1_target
AT1G19010,BES1_or_BZR1_target
AT1G19050,BES1_or_BZR1_target
AT1G19060,BES1_or_BZR1_target
AT1G19230,BES1_or_BZR1_target
AT1G19330,BES1_or_BZR1_target
AT1G19376,BES1_or_BZR1_target
AT1G19380,BES1_or_BZR1_target
AT1G19397,BES1_or_BZR1_target
AT1G19400,BES1_or_BZR1_target
AT1G19410,BES1_or_BZR1_target
AT1G19460,BES1_or_BZR1_target
AT1G19470,BES1_or_BZR1_target
AT1G19480,BES1_or_BZR1_target
AT1G19525,BES1_or_BZR1_target
AT1G19530,BES1_or_BZR1_target
AT1G19650,BES1_or_BZR1_target
AT1G19680,BES1_or_BZR1_target
AT1G19750,BES1_or_BZR1_target
AT1G19770,BES1_or_BZR1_target
AT1G19780,BES1_or_BZR1_target
AT1G19870,BES1_or_BZR1_target
AT1G19880,BES1_or_BZR1_target
AT1G19890,BES1_or_BZR1_target
AT1G19900,BES1_or_BZR1_target
AT1G19910,BES1_or_BZR1_target
AT1G19920,BES1_or_BZR1_target
AT1G20070,BES1_or_BZR1_target
AT1G20080,BES1_or_BZR1_target
AT1G20090,BES1_or_BZR1_target
AT1G20100,BES1_or_BZR1_target
AT1G20110,BES1_or_BZR1_target
AT1G20340,BES1_or_BZR1_target
AT1G20430,BES1_or_BZR1_target
AT1G20440,BES1_or_BZR1_target
AT1G20450,BES1_or_BZR1_target
AT1G20490,BES1_or_BZR1_target
AT1G20500,BES1_or_BZR1_target
AT1G20510,BES1_or_BZR1_target
AT1G20515,BES1_or_BZR1_target
AT1G20610,BES1_or_BZR1_target
AT1G20620,BES1_or_BZR1_target
AT1G20630,BES1_or_BZR1_target
AT1G20720,BES1_or_BZR1_target
AT1G20730,BES1_or_BZR1_target
AT1G20740,BES1_or_BZR1_target
AT1G20816,BES1_or_BZR1_target
AT1G20823,BES1_or_BZR1_target
AT1G20840,BES1_or_BZR1_target
AT1G20850,BES1_or_BZR1_target
AT1G20910,BES1_or_BZR1_target
AT1G20920,BES1_or_BZR1_target
AT1G21245,BES1_or_BZR1_target
AT1G21250,BES1_or_BZR1_target
AT1G21320,BES1_or_BZR1_target
AT1G21323,BES1_or_BZR1_target
AT1G21360,BES1_or_BZR1_target
AT1G21370,BES1_or_BZR1_target
AT1G21420,BES1_or_BZR1_target
AT1G21430,BES1_or_BZR1_target
AT1G21540,BES1_or_BZR1_target
AT1G21550,BES1_or_BZR1_target
AT1G21610,BES1_or_BZR1_target
AT1G21630,BES1_or_BZR1_target
AT1G21640,BES1_or_BZR1_target
AT1G21650,BES1_or_BZR1_target
AT1G21670,BES1_or_BZR1_target
AT1G21680,BES1_or_BZR1_target
AT1G21690,BES1_or_BZR1_target
AT1G21920,BES1_or_BZR1_target
AT1G22210,BES1_or_BZR1_target
AT1G22220,BES1_or_BZR1_target
AT1G22230,BES1_or_BZR1_target
AT1G22275,BES1_or_BZR1_target
AT1G22280,BES1_or_BZR1_target
AT1G22340,BES1_or_BZR1_target
AT1G22530,BES1_or_BZR1_target
AT1G22540,BES1_or_BZR1_target
AT1G22550,BES1_or_BZR1_target
AT1G22590,BES1_or_BZR1_target
AT1G22600,BES1_or_BZR1_target
AT1G22890,BES1_or_BZR1_target
AT1G22990,BES1_or_BZR1_target
AT1G23000,BES1_or_BZR1_target
AT1G23010,BES1_or_BZR1_target
AT1G23050,BES1_or_BZR1_target
AT1G23060,BES1_or_BZR1_target
AT1G23200,BES1_or_BZR1_target
AT1G23205,BES1_or_BZR1_target
AT1G23390,BES1_or_BZR1_target
AT1G23400,BES1_or_BZR1_target
AT1G23470,BES1_or_BZR1_target
AT1G23480,BES1_or_BZR1_target
AT1G23700,BES1_or_BZR1_target
AT1G23710,BES1_or_BZR1_target
AT1G23790,BES1_or_BZR1_target
AT1G23800,BES1_or_BZR1_target
AT1G23810,BES1_or_BZR1_target
AT1G23910,BES1_or_BZR1_target
AT1G23920,BES1_or_BZR1_target
AT1G23930,BES1_or_BZR1_target
AT1G24150,BES1_or_BZR1_target
AT1G24170,BES1_or_BZR1_target
AT1G24180,BES1_or_BZR1_target
AT1G24190,BES1_or_BZR1_target
AT1G24310,BES1_or_BZR1_target
AT1G24320,BES1_or_BZR1_target
AT1G24330,BES1_or_BZR1_target
AT1G24807,BES1_or_BZR1_target
AT1G24822,BES1_or_BZR1_target
AT1G24825,BES1_or_BZR1_target
AT1G24851,BES1_or_BZR1_target
AT1G25240,BES1_or_BZR1_target
AT1G25250,BES1_or_BZR1_target
AT1G25420,BES1_or_BZR1_target
AT1G25460,BES1_or_BZR1_target
AT1G25470,BES1_or_BZR1_target
AT1G25480,BES1_or_BZR1_target
AT1G25500,BES1_or_BZR1_target
AT1G25510,BES1_or_BZR1_target
AT1G25520,BES1_or_BZR1_target
AT1G25580,BES1_or_BZR1_target
AT1G25784,BES1_or_BZR1_target
AT1G25886,BES1_or_BZR1_target
AT1G25988,BES1_or_BZR1_target
AT1G26140,BES1_or_BZR1_target
AT1G26170,BES1_or_BZR1_target
AT1G26220,BES1_or_BZR1_target
AT1G26290,BES1_or_BZR1_target
AT1G26310,BES1_or_BZR1_target
AT1G26500,BES1_or_BZR1_target
AT1G26510,BES1_or_BZR1_target
AT1G26520,BES1_or_BZR1_target
AT1G26530,BES1_or_BZR1_target
AT1G26540,BES1_or_BZR1_target
AT1G26560,BES1_or_BZR1_target
AT1G26762,BES1_or_BZR1_target
AT1G26770,BES1_or_BZR1_target
AT1G26780,BES1_or_BZR1_target
AT1G26790,BES1_or_BZR1_target
AT1G26795,BES1_or_BZR1_target
AT1G26820,BES1_or_BZR1_target
AT1G26910,BES1_or_BZR1_target
AT1G26920,BES1_or_BZR1_target
AT1G26960,BES1_or_BZR1_target
AT1G26970,BES1_or_BZR1_target
AT1G27090,BES1_or_BZR1_target
AT1G27135,BES1_or_BZR1_target
AT1G27200,BES1_or_BZR1_target
AT1G27310,BES1_or_BZR1_target
AT1G27340,BES1_or_BZR1_target
AT1G27350,BES1_or_BZR1_target
AT1G27360,BES1_or_BZR1_target
AT1G27370,BES1_or_BZR1_target
AT1G27680,BES1_or_BZR1_target
AT1G27690,BES1_or_BZR1_target
AT1G27695,BES1_or_BZR1_target
AT1G27720,BES1_or_BZR1_target
AT1G27870,BES1_or_BZR1_target
AT1G27880,BES1_or_BZR1_target
AT1G27890,BES1_or_BZR1_target
AT1G27900,BES1_or_BZR1_target
AT1G27920,BES1_or_BZR1_target
AT1G27930,BES1_or_BZR1_target
AT1G27940,BES1_or_BZR1_target
AT1G27950,BES1_or_BZR1_target
AT1G28000,BES1_or_BZR1_target
AT1G28010,BES1_or_BZR1_target
AT1G28130,BES1_or_BZR1_target
AT1G28260,BES1_or_BZR1_target
AT1G28280,BES1_or_BZR1_target
AT1G28335,BES1_or_BZR1_target
AT1G28340,BES1_or_BZR1_target
AT1G28420,BES1_or_BZR1_target
AT1G28430,BES1_or_BZR1_target
AT1G28440,BES1_or_BZR1_target
AT1G28450,BES1_or_BZR1_target
AT1G28470,BES1_or_BZR1_target
AT1G28480,BES1_or_BZR1_target
AT1G28490,BES1_or_BZR1_target
AT1G29280,BES1_or_BZR1_target
AT1G29290,BES1_or_BZR1_target
AT1G29490,BES1_or_BZR1_target
AT1G29500,BES1_or_BZR1_target
AT1G29510,BES1_or_BZR1_target
AT1G29630,BES1_or_BZR1_target
AT1G29640,BES1_or_BZR1_target
AT1G29650,BES1_or_BZR1_target
AT1G29920,BES1_or_BZR1_target
AT1G29930,BES1_or_BZR1_target
AT1G29970,BES1_or_BZR1_target
AT1G29980,BES1_or_BZR1_target
AT1G29990,BES1_or_BZR1_target
AT1G30020,BES1_or_BZR1_target
AT1G30030,BES1_or_BZR1_target
AT1G30170,BES1_or_BZR1_target
AT1G30180,BES1_or_BZR1_target
AT1G30190,BES1_or_BZR1_target
AT1G30200,BES1_or_BZR1_target
AT1G30360,BES1_or_BZR1_target
AT1G30370,BES1_or_BZR1_target
AT1G30600,BES1_or_BZR1_target
AT1G30610,BES1_or_BZR1_target
AT1G30670,BES1_or_BZR1_target
AT1G30680,BES1_or_BZR1_target
AT1G30690,BES1_or_BZR1_target
AT1G30710,BES1_or_BZR1_target
AT1G30780,BES1_or_BZR1_target
AT1G30790,BES1_or_BZR1_target
AT1G30820,BES1_or_BZR1_target
AT1G30825,BES1_or_BZR1_target
AT1G30830,BES1_or_BZR1_target
AT1G30835,BES1_or_BZR1_target
AT1G30840,BES1_or_BZR1_target
AT1G30845,BES1_or_BZR1_target
AT1G30850,BES1_or_BZR1_target
AT1G31120,BES1_or_BZR1_target
AT1G31130,BES1_or_BZR1_target
AT1G31166,BES1_or_BZR1_target
AT1G31310,BES1_or_BZR1_target
AT1G31320,BES1_or_BZR1_target
AT1G31370,BES1_or_BZR1_target
AT1G31380,BES1_or_BZR1_target
AT1G31550,BES1_or_BZR1_target
AT1G31920,BES1_or_BZR1_target
AT1G31930,BES1_or_BZR1_target
AT1G32220,BES1_or_BZR1_target
AT1G32450,BES1_or_BZR1_target
AT1G32460,BES1_or_BZR1_target
AT1G32470,BES1_or_BZR1_target
AT1G32480,BES1_or_BZR1_target
AT1G32630,BES1_or_BZR1_target
AT1G32640,BES1_or_BZR1_target
AT1G32650,BES1_or_BZR1_target
AT1G32660,BES1_or_BZR1_target
AT1G32670,BES1_or_BZR1_target
AT1G33410,BES1_or_BZR1_target
AT1G33415,BES1_or_BZR1_target
AT1G33420,BES1_or_BZR1_target
AT1G33430,BES1_or_BZR1_target
AT1G33440,BES1_or_BZR1_target
AT1G33450,BES1_or_BZR1_target
AT1G33460,BES1_or_BZR1_target
AT1G33470,BES1_or_BZR1_target
AT1G33580,BES1_or_BZR1_target
AT1G33720,BES1_or_BZR1_target
AT1G33730,BES1_or_BZR1_target
AT1G34000,BES1_or_BZR1_target
AT1G34010,BES1_or_BZR1_target
AT1G34020,BES1_or_BZR1_target
AT1G34340,BES1_or_BZR1_target
AT1G34350,BES1_or_BZR1_target
AT1G34355,BES1_or_BZR1_target
AT1G34405,BES1_or_BZR1_target
AT1G34410,BES1_or_BZR1_target
AT1G35130,BES1_or_BZR1_target
AT1G35140,BES1_or_BZR1_target
AT1G35143,BES1_or_BZR1_target
AT1G35200,BES1_or_BZR1_target
AT1G35210,BES1_or_BZR1_target
AT1G35220,BES1_or_BZR1_target
AT1G35350,BES1_or_BZR1_target
AT1G35360,BES1_or_BZR1_target
AT1G35420,BES1_or_BZR1_target
AT1G35430,BES1_or_BZR1_target
AT1G35745,BES1_or_BZR1_target
AT1G35750,BES1_or_BZR1_target
AT1G35900,BES1_or_BZR1_target
AT1G35910,BES1_or_BZR1_target
AT1G35920,BES1_or_BZR1_target
AT1G36078,BES1_or_BZR1_target
AT1G36622,BES1_or_BZR1_target
AT1G36630,BES1_or_BZR1_target
AT1G37140,BES1_or_BZR1_target
AT1G42400,BES1_or_BZR1_target
AT1G42410,BES1_or_BZR1_target
AT1G42420,BES1_or_BZR1_target
AT1G42430,BES1_or_BZR1_target
AT1G42460,BES1_or_BZR1_target
AT1G42470,BES1_or_BZR1_target
AT1G42480,BES1_or_BZR1_target
AT1G43150,BES1_or_BZR1_target
AT1G43160,BES1_or_BZR1_target
AT1G43170,BES1_or_BZR1_target
AT1G43910,BES1_or_BZR1_target
AT1G43920,BES1_or_BZR1_target
AT1G43930,BES1_or_BZR1_target
AT1G44100,BES1_or_BZR1_target
AT1G44110,BES1_or_BZR1_target
AT1G44318,BES1_or_BZR1_target
AT1G44890,BES1_or_BZR1_target
AT1G44900,BES1_or_BZR1_target
AT1G44910,BES1_or_BZR1_target
AT1G45000,BES1_or_BZR1_target
AT1G45010,BES1_or_BZR1_target
AT1G45015,BES1_or_BZR1_target
AT1G45760,BES1_or_BZR1_target
AT1G45832,BES1_or_BZR1_target
AT1G46192,BES1_or_BZR1_target
AT1G46264,BES1_or_BZR1_target
AT1G46336,BES1_or_BZR1_target
AT1G47395,BES1_or_BZR1_target
AT1G47400,BES1_or_BZR1_target
AT1G47550,BES1_or_BZR1_target
AT1G47560,BES1_or_BZR1_target
AT1G47840,BES1_or_BZR1_target
AT1G47860,BES1_or_BZR1_target
AT1G47870,BES1_or_BZR1_target
AT1G48300,BES1_or_BZR1_target
AT1G48310,BES1_or_BZR1_target
AT1G48315,BES1_or_BZR1_target
AT1G48320,BES1_or_BZR1_target
AT1G48325,BES1_or_BZR1_target
AT1G48750,BES1_or_BZR1_target
AT1G49030,BES1_or_BZR1_target
AT1G49040,BES1_or_BZR1_target
AT1G49160,BES1_or_BZR1_target
AT1G49170,BES1_or_BZR1_target
AT1G49180,BES1_or_BZR1_target
AT1G49190,BES1_or_BZR1_target
AT1G49200,BES1_or_BZR1_target
AT1G49210,BES1_or_BZR1_target
AT1G49520,BES1_or_BZR1_target
AT1G49590,BES1_or_BZR1_target
AT1G49600,BES1_or_BZR1_target
AT1G49610,BES1_or_BZR1_target
AT1G49660,BES1_or_BZR1_target
AT1G49670,BES1_or_BZR1_target
AT1G49830,BES1_or_BZR1_target
AT1G49850,BES1_or_BZR1_target
AT1G49860,BES1_or_BZR1_target
AT1G50450,BES1_or_BZR1_target
AT1G50460,BES1_or_BZR1_target
AT1G50600,BES1_or_BZR1_target
AT1G50610,BES1_or_BZR1_target
AT1G51060,BES1_or_BZR1_target
AT1G51070,BES1_or_BZR1_target
AT1G51080,BES1_or_BZR1_target
AT1G51150,BES1_or_BZR1_target
AT1G51390,BES1_or_BZR1_target
AT1G51400,BES1_or_BZR1_target
AT1G51405,BES1_or_BZR1_target
AT1G51510,BES1_or_BZR1_target
AT1G51520,BES1_or_BZR1_target
AT1G51790,BES1_or_BZR1_target
AT1G51800,BES1_or_BZR1_target
AT1G51820,BES1_or_BZR1_target
AT1G51830,BES1_or_BZR1_target
AT1G51850,BES1_or_BZR1_target
AT1G51860,BES1_or_BZR1_target
AT1G51960,BES1_or_BZR1_target
AT1G52020,BES1_or_BZR1_target
AT1G52030,BES1_or_BZR1_target
AT1G52040,BES1_or_BZR1_target
AT1G52180,BES1_or_BZR1_target
AT1G52185,BES1_or_BZR1_target
AT1G52855,BES1_or_BZR1_target
AT1G52860,BES1_or_BZR1_target
AT1G52990,BES1_or_BZR1_target
AT1G53000,BES1_or_BZR1_target
AT1G53070,BES1_or_BZR1_target
AT1G53080,BES1_or_BZR1_target
AT1G53090,BES1_or_BZR1_target
AT1G53180,BES1_or_BZR1_target
AT1G53240,BES1_or_BZR1_target
AT1G53250,BES1_or_BZR1_target
AT1G53260,BES1_or_BZR1_target
AT1G53265,BES1_or_BZR1_target
AT1G53310,BES1_or_BZR1_target
AT1G53320,BES1_or_BZR1_target
AT1G53325,BES1_or_BZR1_target
AT1G53340,BES1_or_BZR1_target
AT1G53345,BES1_or_BZR1_target
AT1G53450,BES1_or_BZR1_target
AT1G53470,BES1_or_BZR1_target
AT1G53480,BES1_or_BZR1_target
AT1G53490,BES1_or_BZR1_target
AT1G53500,BES1_or_BZR1_target
AT1G53530,BES1_or_BZR1_target
AT1G53550,BES1_or_BZR1_target
AT1G53560,BES1_or_BZR1_target
AT1G53570,BES1_or_BZR1_target
AT1G53630,BES1_or_BZR1_target
AT1G53635,BES1_or_BZR1_target
AT1G53820,BES1_or_BZR1_target
AT1G53850,BES1_or_BZR1_target
AT1G53860,BES1_or_BZR1_target
AT1G53870,BES1_or_BZR1_target
AT1G53880,BES1_or_BZR1_target
AT1G53885,BES1_or_BZR1_target
AT1G53890,BES1_or_BZR1_target
AT1G53910,BES1_or_BZR1_target
AT1G53920,BES1_or_BZR1_target
AT1G53930,BES1_or_BZR1_target
AT1G54040,BES1_or_BZR1_target
AT1G54050,BES1_or_BZR1_target
AT1G54095,BES1_or_BZR1_target
AT1G54100,BES1_or_BZR1_target
AT1G54110,BES1_or_BZR1_target
AT1G54430,BES1_or_BZR1_target
AT1G54440,BES1_or_BZR1_target
AT1G54730,BES1_or_BZR1_target
AT1G54740,BES1_or_BZR1_target
AT1G54750,BES1_or_BZR1_target
AT1G55090,BES1_or_BZR1_target
AT1G55100,BES1_or_BZR1_target
AT1G55180,BES1_or_BZR1_target
AT1G55190,BES1_or_BZR1_target
AT1G55200,BES1_or_BZR1_target
AT1G55205,BES1_or_BZR1_target
AT1G55340,BES1_or_BZR1_target
AT1G55450,BES1_or_BZR1_target
AT1G55460,BES1_or_BZR1_target
AT1G55670,BES1_or_BZR1_target
AT1G55675,BES1_or_BZR1_target
AT1G55680,BES1_or_BZR1_target
AT1G55760,BES1_or_BZR1_target
AT1G55770,BES1_or_BZR1_target
AT1G55810,BES1_or_BZR1_target
AT1G55820,BES1_or_BZR1_target
AT1G55830,BES1_or_BZR1_target
AT1G56130,BES1_or_BZR1_target
AT1G56140,BES1_or_BZR1_target
AT1G56200,BES1_or_BZR1_target
AT1G56230,BES1_or_BZR1_target
AT1G56290,BES1_or_BZR1_target
AT1G56300,BES1_or_BZR1_target
AT1G56310,BES1_or_BZR1_target
AT1G56340,BES1_or_BZR1_target
AT1G56345,BES1_or_BZR1_target
AT1G56350,BES1_or_BZR1_target
AT1G56675,BES1_or_BZR1_target
AT1G56680,BES1_or_BZR1_target
AT1G57620,BES1_or_BZR1_target
AT1G57630,BES1_or_BZR1_target
AT1G57640,BES1_or_BZR1_target
AT1G57650,BES1_or_BZR1_target
AT1G57943,BES1_or_BZR1_target
AT1G58100,BES1_or_BZR1_target
AT1G58110,BES1_or_BZR1_target
AT1G58120,BES1_or_BZR1_target
AT1G58130,BES1_or_BZR1_target
AT1G58160,BES1_or_BZR1_target
AT1G58170,BES1_or_BZR1_target
AT1G58180,BES1_or_BZR1_target
AT1G58430,BES1_or_BZR1_target
AT1G58561,BES1_or_BZR1_target
AT1G59590,BES1_or_BZR1_target
AT1G59600,BES1_or_BZR1_target
AT1G59620,BES1_or_BZR1_target
AT1G59630,BES1_or_BZR1_target
AT1G59640,BES1_or_BZR1_target
AT1G59650,BES1_or_BZR1_target
AT1G59730,BES1_or_BZR1_target
AT1G59740,BES1_or_BZR1_target
AT1G59940,BES1_or_BZR1_target
AT1G59950,BES1_or_BZR1_target
AT1G59960,BES1_or_BZR1_target
AT1G60180,BES1_or_BZR1_target
AT1G60190,BES1_or_BZR1_target
AT1G60280,BES1_or_BZR1_target
AT1G60290,BES1_or_BZR1_target
AT1G60300,BES1_or_BZR1_target
AT1G60890,BES1_or_BZR1_target
AT1G60900,BES1_or_BZR1_target
AT1G60940,BES1_or_BZR1_target
AT1G60950,BES1_or_BZR1_target
AT1G61200,BES1_or_BZR1_target
AT1G61210,BES1_or_BZR1_target
AT1G61215,BES1_or_BZR1_target
AT1G61400,BES1_or_BZR1_target
AT1G61450,BES1_or_BZR1_target
AT1G61460,BES1_or_BZR1_target
AT1G61470,BES1_or_BZR1_target
AT1G61670,BES1_or_BZR1_target
AT1G61790,BES1_or_BZR1_target
AT1G61880,BES1_or_BZR1_target
AT1G61890,BES1_or_BZR1_target
AT1G61900,BES1_or_BZR1_target
AT1G62030,BES1_or_BZR1_target
AT1G62035,BES1_or_BZR1_target
AT1G62090,BES1_or_BZR1_target
AT1G62110,BES1_or_BZR1_target
AT1G62180,BES1_or_BZR1_target
AT1G62190,BES1_or_BZR1_target
AT1G62290,BES1_or_BZR1_target
AT1G62440,BES1_or_BZR1_target
AT1G62450,BES1_or_BZR1_target
AT1G62510,BES1_or_BZR1_target
