geno,treatment,day,cell_type,image,position,cumm_len,cell_len,date,notes
WT,control,7,cortex_meristem,WT_control-5.czi,23,172.988,6.045,20220211,
WT,control,7,cortex_meristem,WT_control-5.czi,24,180.057,7.069,20220211,
WT,control,7,cortex_meristem,WT_control-5.czi,25,185.47,5.413,20220211,
WT,control,7,cortex_meristem,WT_control-5.czi,26,193.783,8.313,20220211,
WT,control,7,cortex_meristem,WT_control-5.czi,27,201.67,7.887,20220211,
WT,control,7,cortex_meristem,WT_control-5.czi,28,208.728,7.058,20220211,
WT,control,7,cortex_meristem,WT_control-5.czi,29,215.383,6.655,20220211,
WT,control,7,cortex_meristem,WT_control-5.czi,30,222.038,6.655,20220211,
WT,control,7,cortex_meristem,WT_control-5.czi,31,231.18,9.142,20220211,
WT,control,7,cortex_meristem,WT_control-5.czi,32,237.835,6.655,20220211,
WT,control,7,cortex_meristem,WT_control-5.czi,33,244.477,6.642,20220211,
WT,control,7,cortex_meristem,WT_control-5.czi,34,254.889,10.412,20220211,
WT,control,7,cortex_meristem,WT_control-5.czi,35,264.473,9.584,20220211,
WT,control,7,cortex_meristem,WT_control-5.czi,36,271.128,6.655,20220211,
WT,control,7,cortex_meristem,WT_control-5.czi,37,278.6,7.472,20220211,
WT,control,7,cortex_meristem,WT_control-5.czi,38,287.743,9.143,20220211,
WT,control,7,cortex_meristem,WT_control-5.czi,39,292.724,4.981,20220211,
WT,control,7,cortex_meristem,WT_control-5.czi,40,297.706,4.982,20220211,
WT,control,7,cortex_meristem,WT_control-5.czi,41,306.839,9.133,20220211,
WT,control,7,cortex_meristem,WT_control-5.czi,42,315.183,8.344,20220211,
WT,control,7,cortex_meristem,WT_control-5.czi,43,323.496,8.313,20220211,
WT,control,7,cortex_meristem,WT_control-5.czi,44,331.394,7.898,20220211,
WT,control,7,cortex_meristem,WT_control-5.czi,45,339.282,7.888,20220211,
WT,control,7,cortex_meristem,WT_control-5.czi,46,350.083,10.801,20220211,
WT,control,7,cortex_meristem,WT_control-5.czi,47,356.324,6.241,20220211,
WT,control,7,cortex_meristem,WT_control-5.czi,48,364.212,7.888,20220211,
WT,control,7,cortex_meristem,WT_control-5.czi,49,370.083,5.871,20220211,
WT,control,7,cortex_meristem,WT_control-5.czi,50,384.707,14.624,20220211,
WT,control,7,cortex_meristem,WT_control-5.czi,51,397.991,13.284,20220211,
WT,control,7,cortex_meristem,WT_control-5.czi,52,409.644,11.653,20220211,
WT,control,7,cortex_meristem,WT_control-5.czi,53,422.513,12.869,20220211,
WT,control,7,cortex_meristem,WT_control-5.czi,54,438.294,15.781,20220211,
WT,control,7,cortex_meristem,WT_control-5.czi,55,454.905,16.611,20220211,
WT,control,7,cortex_meristem,WT_control-5.czi,56,474.835,19.93,20220211,
WT,control,7,cortex_meristem,WT_control-5.czi,57,491.523,16.688,20220211,
WT,control,7,cortex_meristem,WT_control-5.czi,58,514.952,23.429,20220211,
WT,control,7,cortex_meristem,WT_control-5.czi,59,540.81,25.858,20220211,
WT,control,7,cortex_meristem,WT_control-5.czi,60,565.887,25.077,20220211,
WT,control,7,cortex_meristem,WT_control-5.czi,61,593.327,27.44,20220211,
WT,control,7,cortex_meristem,WT_control-5.czi,62,623.945,30.618,20220211,
WT,control,7,cortex_meristem,WT_control-5.czi,63,656.179,32.234,20220211,
WT,control,7,cortex_meristem,WT_control-5.czi,64,694.238,38.059,20220211,
WT,control,7,cortex_meristem,WT_control-5.czi,65,726.179,31.941,20220211,
WT,control,7,cortex_meristem,WT_control-5.czi,66,780.757,54.578,20220211,
WT,control,7,cortex_meristem,WT_control-5.czi,67,828.411,47.654,20220211,
WT,control,7,cortex_meristem,WT_control-5.czi,68,885.417,57.006,20220211,
WT,control,7,cortex_meristem,WT_control-5.czi,69,948.137,62.72,20220211,
WT,control,7,cortex_meristem,WT_control-5.czi,70,1029.156,81.019,20220211,
WT,control,7,cortex_meristem,WT_control-5.czi,71,1114.456,85.3,20220211,
WT,control,7,cortex_meristem,WT_control-5.czi,72,1242.051,127.595,20220211,
WT,control,7,cortex_meristem,WT_control-5.czi,73,1365.53,123.479,20220211,
WT,control,7,cortex_meristem,WT_control-5.czi,74,1524,158.47,20220211,
WT,control,7,cortex_meristem,WT_control-5.czi,75,1696.392,172.392,20220211,
WT,control,7,cortex_meristem,WT_control-5.czi,76,1903.505,207.113,20220211,
WT,control,7,cortex_meristem,WT_control-5.czi,77,2089.456,185.951,20220211,
WT,control,7,cortex_meristem,WT_control-5.czi,78,2266.055,176.599,20220211,
WT,control,7,cortex_meristem,WT_control-5.czi,79,2425.096,159.041,20220211,
WT,control,7,cortex_meristem,WT_control-5.czi,80,2627.297,202.201,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,TN491_1-2_control-1.czi,1,7.484,7.484,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,TN491_1-2_control-1.czi,2,14.84,7.356,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,TN491_1-2_control-1.czi,3,23.945,9.105,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,TN491_1-2_control-1.czi,4,32.412,8.467,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,TN491_1-2_control-1.czi,5,42.103,9.691,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,TN491_1-2_control-1.czi,6,50.499,8.396,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,TN491_1-2_control-1.czi,7,57.971,7.472,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,TN491_1-2_control-1.czi,8,64.198,6.227,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,TN491_1-2_control-1.czi,9,69.611,5.413,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,TN491_1-2_control-1.czi,10,74.592,4.981,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,TN491_1-2_control-1.czi,11,80.819,6.227,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,TN491_1-2_control-1.czi,12,87.101,6.282,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,TN491_1-2_control-1.czi,13,92.913,5.812,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,TN491_1-2_control-1.czi,14,99.195,6.282,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,TN491_1-2_control-1.czi,15,104.592,5.397,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,TN491_1-2_control-1.czi,16,109.642,5.05,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,TN491_1-2_control-1.czi,17,114.693,5.051,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,TN491_1-2_control-1.czi,18,120.934,6.241,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,TN491_1-2_control-1.czi,19,127.161,6.227,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,TN491_1-2_control-1.czi,20,131.312,4.151,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,TN491_1-2_control-1.czi,21,137.139,5.827,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,TN491_1-2_control-1.czi,22,141.372,4.233,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,TN491_1-2_control-1.czi,23,146.121,4.749,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,TN491_1-2_control-1.czi,24,151.103,4.982,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,TN491_1-2_control-1.czi,25,155.688,4.585,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,TN491_1-2_control-1.czi,26,159.447,3.759,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,TN491_1-2_control-1.czi,27,165.688,6.241,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,TN491_1-2_control-1.czi,28,170.739,5.051,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,TN491_1-2_control-1.czi,29,173.364,2.625,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,TN491_1-2_control-1.czi,30,179.191,5.827,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,TN491_1-2_control-1.czi,31,184.19,4.999,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,TN491_1-2_control-1.czi,32,190.06,5.87,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,TN491_1-2_control-1.czi,33,195.111,5.051,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,TN491_1-2_control-1.czi,34,200.923,5.812,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,TN491_1-2_control-1.czi,35,206.319,5.396,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,TN491_1-2_control-1.czi,36,212.601,6.282,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,TN491_1-2_control-1.czi,37,216.835,4.234,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,TN491_1-2_control-1.czi,38,221.97,5.135,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,TN491_1-2_control-1.czi,39,226.121,4.151,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,TN491_1-2_control-1.czi,40,231.948,5.827,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,TN491_1-2_control-1.czi,41,237.76,5.812,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,TN491_1-2_control-1.czi,42,243.22,5.46,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,TN491_1-2_control-1.czi,43,249.447,6.227,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,TN491_1-2_control-1.czi,44,254.907,5.46,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,TN491_1-2_control-1.czi,45,260.367,5.46,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,TN491_1-2_control-1.czi,46,265.418,5.051,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,TN491_1-2_control-1.czi,47,271.362,5.944,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,TN491_1-2_control-1.czi,48,278.431,7.069,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,TN491_1-2_control-1.czi,49,285.537,7.106,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,TN491_1-2_control-1.czi,50,296.457,10.92,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,TN491_1-2_control-1.czi,51,310.213,13.756,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,TN491_1-2_control-1.czi,52,321.491,11.278,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,TN491_1-2_control-1.czi,53,336.579,15.088,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,TN491_1-2_control-1.czi,54,348.233,11.654,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,TN491_1-2_control-1.czi,55,361.109,12.876,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,TN491_1-2_control-1.czi,56,374.038,12.929,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,TN491_1-2_control-1.czi,57,390.664,16.626,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,TN491_1-2_control-1.czi,58,406.527,15.863,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,TN491_1-2_control-1.czi,59,420.665,14.138,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,TN491_1-2_control-1.czi,60,433.126,12.461,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,TN491_1-2_control-1.czi,61,453.057,19.931,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,TN491_1-2_control-1.czi,62,472.568,19.511,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,TN491_1-2_control-1.czi,63,492.512,19.944,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,TN491_1-2_control-1.czi,64,511.211,18.699,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,TN491_1-2_control-1.czi,65,535.289,24.078,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,TN491_1-2_control-1.czi,66,559.043,23.754,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,TN491_1-2_control-1.czi,67,586.86,27.817,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,TN491_1-2_control-1.czi,68,611.066,24.206,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,TN491_1-2_control-1.czi,69,647.42,36.354,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,TN491_1-2_control-1.czi,70,682.103,34.683,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,TN491_1-2_control-1.czi,71,722.898,40.795,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,TN491_1-2_control-1.czi,72,763.575,40.677,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,TN491_1-2_control-1.czi,73,819.198,55.623,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,TN491_1-2_control-1.czi,74,873.669,54.471,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,TN491_1-2_control-1.czi,75,998.844,125.175,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,TN491_1-2_control-1.czi,76,1143.432,144.588,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,TN491_1-2_control-1.czi,77,1296.229,152.797,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,TN491_1-2_control-1.czi,78,1478.247,182.018,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,TN491_1-2_control-1.czi,79,1645.842,167.595,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,TN491_1-2_control-1.czi,80,1818.928,173.086,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,TN491_1-2_control-1.czi,81,1986.907,167.979,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,TN491_1-2_control-1.czi,82,2171.566,184.659,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,TN491_1-2_control-1.czi,83,2325.255,153.689,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,TN491_1-2_control-1.czi,84,2464.987,139.732,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,TN491_1-2_control-1.czi,85,2593.559,128.572,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,TN491_1-2_control-1.czi,86,2749.949,156.39,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,hat7quad_TN491_1-2_control-2.czi,1,7.974,7.974,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,hat7quad_TN491_1-2_control-2.czi,2,21.168,13.194,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,hat7quad_TN491_1-2_control-2.czi,3,30.272,9.104,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,hat7quad_TN491_1-2_control-2.czi,4,40.774,10.502,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,hat7quad_TN491_1-2_control-2.czi,5,50.403,9.629,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,hat7quad_TN491_1-2_control-2.czi,6,56.185,5.782,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,hat7quad_TN491_1-2_control-2.czi,7,61.598,5.413,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,hat7quad_TN491_1-2_control-2.czi,8,67.769,6.171,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,hat7quad_TN491_1-2_control-2.czi,9,72.003,4.234,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,hat7quad_TN491_1-2_control-2.czi,10,78.697,6.694,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,hat7quad_TN491_1-2_control-2.czi,11,83.747,5.05,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,hat7quad_TN491_1-2_control-2.czi,12,89.618,5.871,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,hat7quad_TN491_1-2_control-2.czi,13,96.464,6.846,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,hat7quad_TN491_1-2_control-2.czi,14,102.815,6.351,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,hat7quad_TN491_1-2_control-2.czi,15,107.814,4.999,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,hat7quad_TN491_1-2_control-2.czi,16,114.98,7.166,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,hat7quad_TN491_1-2_control-2.czi,17,121.33,6.35,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,hat7quad_TN491_1-2_control-2.czi,18,126.791,5.461,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,hat7quad_TN491_1-2_control-2.czi,19,132.661,5.87,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,hat7quad_TN491_1-2_control-2.czi,20,143.334,10.673,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,hat7quad_TN491_1-2_control-2.czi,21,150.818,7.484,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,hat7quad_TN491_1-2_control-2.czi,22,158.879,8.061,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,hat7quad_TN491_1-2_control-2.czi,23,165.936,7.057,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,hat7quad_TN491_1-2_control-2.czi,24,174.604,8.668,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,hat7quad_TN491_1-2_control-2.czi,25,181.362,6.758,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,hat7quad_TN491_1-2_control-2.czi,26,189.665,8.303,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,hat7quad_TN491_1-2_control-2.czi,27,196.423,6.758,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,hat7quad_TN491_1-2_control-2.czi,28,205.593,9.17,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,hat7quad_TN491_1-2_control-2.czi,29,212.76,7.167,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,hat7quad_TN491_1-2_control-2.czi,30,219.415,6.655,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,hat7quad_TN491_1-2_control-2.czi,31,224.827,5.412,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,hat7quad_TN491_1-2_control-2.czi,32,232.983,8.156,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,hat7quad_TN491_1-2_control-2.czi,33,239.625,6.642,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,hat7quad_TN491_1-2_control-2.czi,34,245.022,5.397,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,hat7quad_TN491_1-2_control-2.czi,35,251.373,6.351,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,hat7quad_TN491_1-2_control-2.czi,36,261.064,9.691,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,hat7quad_TN491_1-2_control-2.czi,37,267.719,6.655,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,hat7quad_TN491_1-2_control-2.czi,38,276.89,9.171,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,hat7quad_TN491_1-2_control-2.czi,39,283.545,6.655,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,hat7quad_TN491_1-2_control-2.czi,40,291.017,7.472,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,hat7quad_TN491_1-2_control-2.czi,41,298.915,7.898,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,hat7quad_TN491_1-2_control-2.czi,42,306.847,7.932,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,hat7quad_TN491_1-2_control-2.czi,43,312.658,5.811,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,hat7quad_TN491_1-2_control-2.czi,44,318.885,6.227,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,hat7quad_TN491_1-2_control-2.czi,45,327.23,8.345,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,hat7quad_TN491_1-2_control-2.czi,46,332.626,5.396,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,hat7quad_TN491_1-2_control-2.czi,47,339.384,6.758,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,hat7quad_TN491_1-2_control-2.czi,48,346.142,6.758,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,hat7quad_TN491_1-2_control-2.czi,49,353.626,7.484,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,hat7quad_TN491_1-2_control-2.czi,50,367.332,13.706,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,hat7quad_TN491_1-2_control-2.czi,51,376.049,8.717,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,hat7quad_TN491_1-2_control-2.czi,52,385.267,9.218,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,hat7quad_TN491_1-2_control-2.czi,53,391.922,6.655,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,hat7quad_TN491_1-2_control-2.czi,54,401.092,9.17,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,hat7quad_TN491_1-2_control-2.czi,55,416.06,14.968,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,hat7quad_TN491_1-2_control-2.czi,56,428.956,12.896,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,hat7quad_TN491_1-2_control-2.czi,57,449.298,20.342,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,hat7quad_TN491_1-2_control-2.czi,58,467.148,17.85,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,hat7quad_TN491_1-2_control-2.czi,59,487.114,19.966,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,hat7quad_TN491_1-2_control-2.czi,60,500.559,13.445,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,hat7quad_TN491_1-2_control-2.czi,61,516.834,16.275,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,hat7quad_TN491_1-2_control-2.czi,62,529.723,12.889,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,hat7quad_TN491_1-2_control-2.czi,63,556.038,26.315,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,hat7quad_TN491_1-2_control-2.czi,64,580.702,24.664,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,hat7quad_TN491_1-2_control-2.czi,65,607.943,27.241,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,hat7quad_TN491_1-2_control-2.czi,66,637.974,30.031,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,hat7quad_TN491_1-2_control-2.czi,67,668.347,30.373,20220211,
hat7 hb13 hb20 hb23,control,7,cortex_meristem,hat7quad_TN491_1-2_control-2.czi,68,700.428,32.081,20220211,
